source_catg,target_catg,delta_times
21646,21753,1.0
21748,21842,5.0
21874,21787,1.0
21863,21879,1.0
21934,21857,7.0
21620,21898,1.0
21717,21678,1.0
21730,21779,1.0
21933,21786,4.0
21717,21886,1.0
21772,21933,10.0
21779,21933,2.0
21666,21640,2.0
21740,21886,2.0
21674,21835,1.0
21713,21820,2.0
21844,21635,1.0
21842,21914,4.0
21695,21783,2.0
21604,21635,4.0
21752,21757,2.0
21944,21940,1.0
21833,21892,2.0
21892,21833,1.0
21833,21875,1.0
21875,21697,1.0
21697,21918,4.0
21642,21609,4.0
21792,21609,15.0
21840,21836,1.0
21836,21627,1.0
21627,21609,2.0
21906,21918,1.0
21886,21732,1.0
21732,21635,2.0
21815,21918,4.0
21737,21779,4.0
21779,21696,3.0
21898,21667,1.0
21914,21638,3.0
21666,21841,2.0
21892,21820,3.0
21638,21688,1.0
21609,21758,1.0
21733,21840,2.0
21808,21737,1.0
21737,21888,1.0
21739,21826,1.0
21826,21739,1.0
21619,21739,2.0
21933,21906,4.0
21906,21678,1.0
21678,21771,5.0
21771,21739,1.0
21739,21787,2.0
21899,21879,3.0
21782,21886,2.0
21840,21779,6.0
21688,21792,1.0
21786,21842,1.0
21842,21640,2.0
21640,21688,1.0
21779,21630,3.0
21730,21857,1.0
21757,21763,1.0
21918,21815,5.0
21738,21914,1.0
21686,21875,1.0
21637,21686,2.0
21686,21688,1.0
21609,21659,2.0
21749,21678,3.0
21820,21741,1.0
21741,21918,1.0
21933,21787,4.0
21787,21875,1.0
21918,21890,3.0
21890,21933,1.0
21771,21890,1.0
21820,21879,3.0
21642,21630,3.0
21717,21939,1.0
21666,21817,1.0
21817,21886,1.0
21896,21666,1.0
21733,21637,1.0
21842,21733,4.0
21733,21934,7.0
21823,21645,8.0
21753,21654,2.0
21856,21609,1.0
21836,21697,3.0
21823,21856,1.0
21727,21638,1.0
21783,21856,2.0
21856,21815,2.0
21688,21856,2.0
21697,21688,4.0
21835,21862,1.0
21662,21842,1.0
21820,21863,2.0
21863,21688,1.0
21840,21914,2.0
21662,21666,1.0
21872,21826,1.0
21817,21705,1.0
21757,21871,1.0
21892,21638,8.0
21638,21713,1.0
21621,21738,1.0
21738,21621,1.0
21615,21763,1.0
21763,21738,1.0
21840,21620,1.0
21609,21608,3.0
21608,21727,1.0
21727,21811,2.0
21783,21771,1.0
21783,21733,1.0
21652,21678,1.0
21886,21723,2.0
21886,21748,3.0
21723,21886,1.0
21728,21609,1.0
21934,21728,1.0
21728,21896,1.0
21862,21763,1.0
21880,21879,1.0
21760,21676,1.0
21676,21756,1.0
21748,21914,2.0
21696,21842,6.0
21914,21836,5.0
21842,21752,1.0
21944,21733,7.0
21731,21886,3.0
21815,21899,2.0
21779,21762,1.0
21782,21779,4.0
21898,21762,1.0
21659,21871,1.0
21705,21815,1.0
21695,21630,3.0
21733,21886,3.0
21733,21871,2.0
21753,21905,16.0
21696,21813,1.0
21857,21835,2.0
21731,21918,2.0
21886,21778,3.0
21642,21886,3.0
21720,21840,1.0
21638,21826,2.0
21619,21638,1.0
21638,21619,1.0
21697,21727,1.0
21710,21835,1.0
21835,21710,2.0
21898,21675,1.0
21844,21638,1.0
21675,21727,2.0
21933,21941,2.0
21918,21643,1.0
21752,21690,1.0
21850,21688,4.0
21718,21936,1.0
21765,21871,2.0
21871,21843,1.0
21843,21816,1.0
21898,21841,2.0
21841,21635,2.0
21934,21770,2.0
21763,21914,1.0
21914,21820,8.0
21914,21686,1.0
21688,21928,1.0
21869,21771,1.0
21809,21914,2.0
21914,21787,2.0
21763,21886,1.0
21678,21786,2.0
21940,21635,2.0
21737,21914,4.0
21859,21727,2.0
21727,21934,1.0
21790,21851,1.0
21784,21912,1.0
21617,21879,1.0
21842,21671,1.0
21617,21926,1.0
21944,21842,5.0
21817,21933,2.0
21688,21918,10.0
21879,21817,3.0
21817,21918,1.0
21918,21620,2.0
21688,21817,2.0
21876,21666,1.0
21842,21791,1.0
21835,21899,1.0
21940,21666,1.0
21899,21753,2.0
21940,21688,1.0
21730,21666,2.0
21806,21899,1.0
21899,21933,2.0
21932,21679,1.0
21679,21806,4.0
21772,21679,4.0
21679,21666,1.0
21772,21892,6.0
21679,21635,3.0
21772,21821,2.0
21815,21875,1.0
21710,21811,2.0
21934,21779,1.0
21885,21933,1.0
21784,21914,3.0
21609,21841,3.0
21898,21756,3.0
21753,21797,1.0
21753,21731,6.0
21753,21841,3.0
21841,21720,2.0
21841,21731,1.0
21609,21798,1.0
21737,21739,1.0
21739,21800,1.0
21823,21753,7.0
21772,21914,2.0
21688,21740,1.0
21671,21898,1.0
21609,21899,2.0
21864,21764,1.0
21764,21710,1.0
21753,21891,1.0
21779,21638,4.0
21898,21659,2.0
21659,21879,4.0
21609,21926,6.0
21782,21922,1.0
21747,21720,1.0
21875,21842,5.0
21842,21848,3.0
21753,21719,1.0
21719,21666,1.0
21914,21752,4.0
21918,21843,4.0
21786,21914,2.0
21892,21763,4.0
21886,21801,1.0
21801,21688,1.0
21737,21931,1.0
21645,21711,2.0
21711,21763,1.0
21621,21919,1.0
21919,21621,1.0
21772,21621,6.0
21621,21898,4.0
21734,21772,2.0
21772,21868,1.0
21862,21621,7.0
21734,21621,1.0
21734,21898,1.0
21734,21642,1.0
21710,21826,1.0
21778,21686,1.0
21871,21750,1.0
21914,21753,12.0
21938,21918,1.0
21645,21835,2.0
21688,21640,2.0
21678,21835,3.0
21886,21734,1.0
21857,21806,2.0
21620,21875,1.0
21678,21734,1.0
21734,21678,2.0
21771,21820,1.0
21753,21921,2.0
21921,21635,3.0
21783,21784,3.0
21944,21809,2.0
21645,21753,10.0
21835,21666,4.0
21710,21842,1.0
21733,21727,2.0
21711,21944,1.0
21620,21786,1.0
21857,21723,1.0
21748,21713,1.0
21779,21787,7.0
21779,21739,2.0
21739,21799,1.0
21934,21927,1.0
21927,21666,1.0
21934,21833,1.0
21832,21879,1.0
21782,21879,1.0
21666,21890,1.0
21879,21886,3.0
21798,21875,2.0
21914,21619,1.0
21857,21757,2.0
21857,21713,3.0
21764,21609,2.0
21857,21934,6.0
21753,21844,2.0
21753,21703,1.0
21688,21772,2.0
21793,21806,1.0
21793,21772,2.0
21823,21879,1.0
21748,21695,7.0
21695,21748,5.0
21637,21710,1.0
21810,21899,1.0
21637,21886,1.0
21931,21762,1.0
21913,21609,1.0
21720,21607,2.0
21783,21835,2.0
21769,21939,1.0
21734,21645,1.0
21786,21609,1.0
21653,21819,1.0
21909,21779,1.0
21820,21667,1.0
21697,21787,3.0
21787,21835,3.0
21835,21819,1.0
21652,21890,1.0
21667,21944,1.0
21944,21877,1.0
21815,21786,1.0
21934,21668,1.0
21926,21934,1.0
21898,21926,2.0
21926,21635,7.0
21633,21635,7.0
21793,21753,1.0
21727,21941,1.0
21753,21941,1.0
21684,21787,1.0
21834,21720,1.0
21720,21787,2.0
21931,21921,1.0
21840,21783,3.0
21857,21874,1.0
21835,21840,1.0
21666,21914,12.0
21637,21944,2.0
21936,21645,1.0
21629,21642,1.0
21944,21868,4.0
21826,21784,1.0
21909,21748,3.0
21609,21836,10.0
21796,21842,1.0
21842,21899,2.0
21899,21862,1.0
21842,21862,2.0
21862,21796,1.0
21796,21862,1.0
21836,21862,3.0
21842,21629,1.0
21842,21796,1.0
21796,21815,1.0
21753,21730,2.0
21836,21926,1.0
21737,21688,1.0
21730,21753,3.0
21609,21734,2.0
21886,21702,2.0
21666,21934,2.0
21644,21918,3.0
21635,21741,5.0
21815,21621,5.0
21763,21815,2.0
21753,21836,7.0
21718,21659,2.0
21659,21798,1.0
21857,21774,1.0
21635,21604,11.0
21720,21784,3.0
21753,21720,5.0
21635,21930,4.0
21841,21879,1.0
21841,21763,1.0
21784,21899,3.0
21621,21642,1.0
21919,21753,4.0
21886,21871,2.0
21871,21733,2.0
21733,21944,3.0
21840,21944,3.0
21944,21857,2.0
21662,21688,1.0
21767,21635,1.0
21835,21680,1.0
21914,21892,5.0
21686,21609,3.0
21778,21783,2.0
21890,21748,3.0
21635,21690,2.0
21609,21772,10.0
21799,21678,1.0
21799,21842,1.0
21893,21640,1.0
21602,21739,1.0
21820,21942,1.0
21879,21841,1.0
21820,21692,1.0
21678,21740,2.0
21833,21926,1.0
21926,21674,1.0
21842,21808,1.0
21840,21750,2.0
21720,21731,1.0
21933,21639,2.0
21720,21835,3.0
21913,21640,1.0
21886,21798,2.0
21935,21879,1.0
21933,21615,3.0
21615,21678,1.0
21727,21750,1.0
21859,21772,1.0
21666,21752,1.0
21783,21615,1.0
21607,21886,4.0
21635,21740,5.0
21918,21738,2.0
21635,21921,5.0
21933,21892,10.0
21652,21886,2.0
21815,21836,2.0
21891,21635,11.0
21836,21921,1.0
21737,21621,1.0
21763,21835,3.0
21688,21926,1.0
21688,21836,15.0
21753,21642,4.0
21642,21836,1.0
21688,21786,1.0
21806,21642,1.0
21629,21886,1.0
21769,21914,1.0
21868,21944,2.0
21779,21774,1.0
21635,21732,3.0
21811,21710,3.0
21640,21666,2.0
21899,21609,2.0
21748,21805,1.0
21859,21753,2.0
21886,21857,3.0
21718,21914,3.0
21784,21944,1.0
21888,21667,1.0
21934,21771,1.0
21934,21834,1.0
21609,21776,1.0
21764,21898,1.0
21609,21875,4.0
21913,21862,1.0
21763,21783,1.0
21635,21868,3.0
21868,21885,1.0
21875,21720,1.0
21747,21771,1.0
21944,21782,3.0
21835,21720,3.0
21773,21835,1.0
21666,21686,1.0
21737,21780,1.0
21753,21690,8.0
21835,21678,4.0
21645,21783,2.0
21716,21666,1.0
21716,21635,1.0
21635,21716,11.0
21716,21914,2.0
21898,21744,1.0
21763,21699,1.0
21933,21614,1.0
21614,21933,1.0
21835,21820,3.0
21698,21630,1.0
21850,21678,1.0
21918,21786,4.0
21918,21785,1.0
21835,21712,1.0
21888,21769,2.0
21718,21727,3.0
21727,21898,6.0
21825,21688,1.0
21870,21675,1.0
21825,21933,2.0
21621,21922,1.0
21733,21737,1.0
21783,21930,1.0
21823,21932,2.0
21918,21932,3.0
21607,21711,1.0
21654,21720,1.0
21607,21638,1.0
21703,21811,2.0
21811,21727,2.0
21934,21932,2.0
21932,21690,1.0
21907,21898,3.0
21944,21754,1.0
21754,21934,1.0
21681,21609,3.0
21752,21797,1.0
21944,21771,2.0
21842,21863,1.0
21678,21863,3.0
21944,21720,3.0
21857,21633,1.0
21625,21666,3.0
21733,21649,1.0
21649,21787,1.0
21783,21859,4.0
21879,21731,1.0
21859,21763,2.0
21859,21783,3.0
21859,21607,1.0
21688,21682,1.0
21678,21659,4.0
21888,21711,3.0
21783,21925,1.0
21868,21857,2.0
21857,21748,3.0
21888,21859,1.0
21659,21739,4.0
21820,21885,2.0
21922,21688,1.0
21642,21922,2.0
21932,21922,1.0
21798,21934,1.0
21718,21922,1.0
21739,21932,1.0
21710,21733,1.0
21857,21933,8.0
21884,21635,4.0
21679,21769,1.0
21931,21679,1.0
21835,21752,7.0
21792,21782,1.0
21792,21871,1.0
21782,21918,9.0
21782,21792,1.0
21718,21913,10.0
21925,21820,1.0
21792,21898,2.0
21792,21718,2.0
21720,21792,1.0
21792,21753,1.0
21635,21859,3.0
21836,21779,2.0
21859,21898,1.0
21859,21779,1.0
21918,21859,6.0
21859,21823,1.0
21859,21630,2.0
21652,21609,2.0
21609,21754,2.0
21767,21779,3.0
21720,21753,4.0
21697,21811,1.0
21944,21805,1.0
21740,21678,2.0
21635,21864,1.0
21898,21913,1.0
21944,21752,1.0
21752,21638,1.0
21645,21890,2.0
21739,21685,1.0
21645,21696,2.0
21931,21815,1.0
21931,21730,1.0
21772,21862,3.0
21771,21701,1.0
21776,21609,2.0
21891,21835,3.0
21620,21779,1.0
21703,21914,1.0
21757,21666,2.0
21769,21737,7.0
21709,21630,1.0
21642,21871,1.0
21611,21615,1.0
21609,21621,7.0
21690,21678,1.0
21772,21729,1.0
21729,21782,1.0
21642,21944,2.0
21842,21913,1.0
21756,21753,1.0
21918,21784,3.0
21757,21753,1.0
21823,21774,1.0
21918,21757,1.0
21635,21784,3.0
21820,21636,1.0
21944,21608,3.0
21608,21681,1.0
21939,21857,1.0
21611,21875,2.0
21840,21898,5.0
21778,21739,1.0
21763,21609,2.0
21874,21688,1.0
21938,21609,2.0
21678,21676,1.0
21676,21635,2.0
21888,21886,2.0
21875,21621,1.0
21886,21879,4.0
21782,21733,2.0
21733,21815,1.0
21697,21842,5.0
21823,21718,2.0
21718,21944,1.0
21710,21713,1.0
21739,21882,1.0
21718,21733,1.0
21733,21718,1.0
21859,21862,1.0
21859,21741,1.0
21886,21642,2.0
21635,21621,23.0
21779,21836,1.0
21890,21635,6.0
21815,21645,1.0
21620,21886,1.0
21931,21753,14.0
21862,21931,1.0
21727,21836,2.0
21862,21930,1.0
21753,21885,4.0
21640,21678,1.0
21835,21638,3.0
21918,21874,2.0
21898,21641,3.0
21702,21659,1.0
21918,21641,1.0
21641,21825,1.0
21825,21886,1.0
21770,21918,1.0
21688,21944,5.0
21637,21771,1.0
21715,21891,1.0
21739,21737,1.0
21820,21933,9.0
21933,21641,1.0
21748,21933,6.0
21933,21601,6.0
21823,21815,1.0
21723,21820,1.0
21896,21783,1.0
21753,21820,4.0
21896,21718,1.0
21645,21740,5.0
21740,21645,2.0
21740,21879,2.0
21740,21635,3.0
21731,21688,3.0
21886,21774,1.0
21614,21811,1.0
21879,21753,9.0
21678,21720,6.0
21645,21771,1.0
21798,21914,3.0
21603,21862,1.0
21645,21733,6.0
21919,21806,1.0
21817,21820,1.0
21898,21697,12.0
21697,21898,5.0
21846,21842,1.0
21905,21842,2.0
21905,21918,2.0
21898,21846,2.0
21846,21918,4.0
21836,21905,4.0
21836,21918,6.0
21905,21697,1.0
21678,21697,10.0
21842,21944,2.0
21892,21899,4.0
21688,21713,3.0
21659,21944,1.0
21817,21879,1.0
21718,21630,2.0
21748,21890,2.0
21688,21720,5.0
21898,21787,1.0
21787,21630,5.0
21739,21896,1.0
21779,21888,3.0
21898,21836,6.0
21836,21642,3.0
21702,21609,2.0
21609,21939,2.0
21939,21609,1.0
21609,21909,1.0
21909,21609,2.0
21832,21732,1.0
21826,21608,1.0
21769,21697,1.0
21885,21732,1.0
21609,21720,3.0
21720,21609,4.0
21934,21640,1.0
21640,21737,1.0
21737,21696,6.0
21696,21886,7.0
21826,21933,2.0
21933,21884,3.0
21934,21894,1.0
21894,21933,1.0
21796,21688,1.0
21698,21871,1.0
21639,21688,2.0
21640,21635,5.0
21688,21619,1.0
21678,21848,1.0
21617,21862,1.0
21645,21617,1.0
21879,21836,3.0
21836,21815,1.0
21727,21779,2.0
21798,21639,1.0
21757,21778,1.0
21911,21772,1.0
21668,21763,1.0
21857,21680,1.0
21857,21772,4.0
21753,21680,2.0
21857,21753,5.0
21718,21842,1.0
21857,21718,1.0
21918,21771,5.0
21886,21636,1.0
21932,21772,11.0
21809,21635,2.0
21932,21914,6.0
21772,21934,1.0
21782,21740,1.0
21824,21753,2.0
21914,21603,1.0
21630,21603,1.0
21815,21603,1.0
21603,21688,2.0
21723,21783,1.0
21749,21757,1.0
21778,21719,1.0
21842,21820,3.0
21787,21914,2.0
21720,21728,1.0
21718,21666,4.0
21913,21914,2.0
21688,21761,1.0
21733,21799,1.0
21740,21783,1.0
21720,21933,5.0
21933,21913,5.0
21933,21617,3.0
21617,21886,1.0
21688,21913,2.0
21853,21888,1.0
21888,21681,1.0
21933,21859,1.0
21635,21663,4.0
21696,21697,3.0
21933,21871,11.0
21886,21640,3.0
21856,21671,4.0
21671,21856,5.0
21742,21739,1.0
21671,21892,2.0
21892,21933,10.0
21826,21914,3.0
21856,21933,4.0
21697,21886,4.0
21898,21885,4.0
21898,21931,9.0
21931,21898,5.0
21842,21931,1.0
21898,21733,3.0
21728,21933,3.0
21728,21918,2.0
21935,21874,1.0
21783,21699,1.0
21898,21905,2.0
21635,21926,3.0
21898,21906,1.0
21820,21654,1.0
21654,21896,1.0
21718,21748,1.0
21720,21896,1.0
21688,21654,2.0
21733,21875,2.0
21875,21638,1.0
21871,21862,2.0
21806,21842,1.0
21678,21617,2.0
21617,21933,2.0
21666,21609,4.0
21933,21671,6.0
21602,21671,1.0
21671,21890,2.0
21842,21718,1.0
21718,21671,12.0
21671,21720,1.0
21876,21944,1.0
21652,21622,1.0
21622,21727,1.0
21759,21879,1.0
21739,21759,1.0
21637,21695,1.0
21732,21914,1.0
21815,21890,1.0
21718,21896,2.0
21718,21771,2.0
21719,21688,1.0
21913,21688,2.0
21688,21647,2.0
21914,21682,1.0
21696,21674,1.0
21674,21769,1.0
21645,21678,7.0
21753,21824,4.0
21918,21731,1.0
21731,21811,2.0
21933,21749,8.0
21749,21932,8.0
21933,21932,8.0
21749,21765,1.0
21635,21749,1.0
21666,21739,1.0
21922,21783,1.0
21757,21659,1.0
21928,21710,1.0
21630,21832,1.0
21727,21753,5.0
21790,21635,4.0
21913,21811,1.0
21933,21764,2.0
21688,21840,4.0
21723,21914,1.0
21723,21899,1.0
21806,21666,1.0
21705,21630,1.0
21630,21764,1.0
21666,21885,2.0
21914,21918,9.0
21914,21811,2.0
21666,21843,2.0
21843,21869,1.0
21792,21869,1.0
21842,21792,1.0
21842,21892,2.0
21892,21836,4.0
21939,21607,2.0
21892,21720,5.0
21667,21635,7.0
21697,21843,2.0
21799,21898,3.0
21739,21621,1.0
21842,21621,1.0
21731,21770,1.0
21873,21820,1.0
21753,21621,9.0
21926,21875,2.0
21944,21756,4.0
21635,21641,3.0
21848,21767,1.0
21635,21909,2.0
21710,21907,1.0
21926,21686,1.0
21635,21869,2.0
21869,21932,1.0
21650,21932,1.0
21697,21835,2.0
21762,21666,2.0
21762,21918,2.0
21693,21635,8.0
21693,21748,3.0
21693,21871,1.0
21748,21604,5.0
21896,21862,36.0
21618,21934,1.0
21918,21695,5.0
21886,21653,1.0
21678,21660,1.0
21748,21660,1.0
21660,21666,1.0
21913,21660,1.0
21763,21898,3.0
21798,21811,1.0
21688,21748,4.0
21666,21660,2.0
21835,21856,1.0
21678,21856,3.0
21782,21783,1.0
21671,21783,2.0
21898,21655,1.0
21820,21695,4.0
21892,21727,2.0
21898,21790,2.0
21790,21914,1.0
21898,21763,2.0
21666,21756,1.0
21713,21733,1.0
21711,21879,1.0
21730,21914,2.0
21661,21635,1.0
21836,21673,2.0
21673,21892,1.0
21646,21933,2.0
21896,21842,1.0
21898,21939,1.0
21939,21753,2.0
21761,21635,1.0
21739,21898,3.0
21931,21727,2.0
21753,21615,1.0
21717,21933,2.0
21779,21753,8.0
21918,21795,1.0
21728,21898,1.0
21933,21757,1.0
21609,21732,3.0
21770,21609,1.0
21609,21741,1.0
21779,21618,1.0
21888,21923,4.0
21923,21635,1.0
21718,21697,1.0
21695,21601,1.0
21710,21695,1.0
21695,21678,2.0
21609,21784,3.0
21898,21711,1.0
21748,21633,1.0
21919,21805,1.0
21753,21769,8.0
21769,21940,1.0
21678,21809,1.0
21857,21833,1.0
21754,21886,1.0
21857,21697,1.0
21620,21857,1.0
21772,21609,5.0
21913,21684,1.0
21886,21859,1.0
21933,21668,1.0
21862,21797,3.0
21913,21787,3.0
21862,21891,2.0
21659,21842,2.0
21703,21886,2.0
21741,21732,1.0
21709,21753,1.0
21779,21792,1.0
21783,21709,1.0
21933,21841,1.0
21642,21661,1.0
21635,21661,1.0
21862,21661,1.0
21918,21625,1.0
21783,21672,1.0
21842,21784,1.0
21892,21885,2.0
21607,21782,1.0
21625,21678,1.0
21898,21674,2.0
21674,21757,1.0
21765,21630,1.0
21891,21899,1.0
21771,21710,1.0
21723,21806,1.0
21821,21688,1.0
21718,21609,3.0
21739,21618,1.0
21731,21730,1.0
21836,21727,1.0
21888,21922,1.0
21931,21892,1.0
21711,21898,2.0
21857,21645,1.0
21733,21739,1.0
21842,21797,4.0
21732,21907,1.0
21898,21806,4.0
21806,21727,1.0
21806,21630,1.0
21931,21899,2.0
21931,21879,2.0
21728,21720,1.0
21731,21720,2.0
21868,21680,1.0
21779,21652,2.0
21933,21697,3.0
21697,21933,4.0
21857,21815,3.0
21857,21834,3.0
21632,21835,1.0
21779,21820,6.0
21638,21764,1.0
21678,21841,1.0
21748,21754,4.0
21836,21823,3.0
21772,21940,4.0
21601,21730,1.0
21733,21748,4.0
21905,21753,6.0
21635,21652,1.0
21717,21733,2.0
21733,21905,1.0
21905,21784,1.0
21932,21806,4.0
21630,21739,2.0
21879,21641,1.0
21739,21825,1.0
21739,21667,1.0
21921,21625,1.0
21857,21638,1.0
21688,21835,4.0
21898,21617,1.0
21819,21609,1.0
21653,21678,1.0
21886,21668,2.0
21898,21614,1.0
21614,21635,1.0
21748,21771,1.0
21931,21699,2.0
21859,21914,2.0
21859,21621,2.0
21921,21688,1.0
21696,21820,2.0
21609,21907,3.0
21907,21609,2.0
21609,21657,1.0
21657,21871,1.0
21688,21762,1.0
21905,21635,20.0
21885,21718,1.0
21757,21898,1.0
21898,21835,3.0
21621,21718,7.0
21614,21879,1.0
21782,21892,2.0
21892,21754,1.0
21757,21621,3.0
21892,21926,1.0
21926,21885,1.0
21885,21635,3.0
21886,21888,4.0
21666,21771,3.0
21638,21886,1.0
21886,21840,3.0
21898,21652,1.0
21896,21640,1.0
21601,21842,2.0
21611,21688,1.0
21886,21823,1.0
21909,21798,1.0
21609,21850,1.0
21642,21842,2.0
21688,21797,1.0
21797,21696,1.0
21842,21763,2.0
21763,21842,2.0
21733,21859,1.0
21645,21944,2.0
21803,21671,1.0
21856,21934,1.0
21645,21856,3.0
21856,21739,1.0
21890,21849,1.0
21625,21748,1.0
21635,21710,6.0
21710,21609,3.0
21753,21617,1.0
21753,21774,1.0
21753,21850,1.0
21753,21715,1.0
21782,21728,1.0
21728,21782,1.0
21769,21933,7.0
21911,21886,1.0
21856,21944,3.0
21754,21727,1.0
21891,21753,1.0
21733,21645,3.0
21876,21635,7.0
21635,21799,4.0
21876,21934,3.0
21876,21770,1.0
21944,21757,1.0
21705,21708,1.0
21934,21705,2.0
21737,21637,1.0
21753,21713,3.0
21740,21871,1.0
21859,21671,1.0
21671,21859,1.0
21859,21888,2.0
21859,21913,1.0
21879,21913,2.0
21913,21784,1.0
21785,21666,1.0
21931,21666,1.0
21666,21708,1.0
21933,21662,1.0
21703,21842,1.0
21765,21826,1.0
21826,21779,1.0
21779,21837,1.0
21875,21909,1.0
21620,21783,1.0
21630,21615,1.0
21615,21888,1.0
21645,21730,1.0
21868,21730,1.0
21834,21615,1.0
21853,21609,1.0
21659,21890,1.0
21875,21630,2.0
21762,21892,1.0
21762,21717,1.0
21892,21625,1.0
21886,21672,1.0
21918,21647,3.0
21817,21617,1.0
21826,21898,1.0
21898,21696,6.0
21826,21758,1.0
21820,21826,3.0
21826,21811,1.0
21826,21875,1.0
21875,21758,1.0
21750,21918,1.0
21688,21621,12.0
21710,21815,1.0
21728,21603,1.0
21843,21944,1.0
21898,21671,1.0
21756,21820,2.0
21811,21652,1.0
21672,21635,1.0
21892,21731,2.0
21668,21786,1.0
21786,21668,1.0
21806,21836,1.0
21640,21907,1.0
21862,21641,1.0
21730,21817,1.0
21817,21779,1.0
21744,21891,1.0
21654,21934,1.0
21833,21905,1.0
21798,21740,1.0
21876,21772,3.0
21876,21720,2.0
21898,21611,1.0
21611,21871,1.0
21871,21697,1.0
21697,21741,1.0
21741,21767,1.0
21787,21652,1.0
21787,21607,1.0
21771,21787,1.0
21753,21607,6.0
21753,21702,2.0
21702,21932,2.0
21607,21753,1.0
21632,21682,1.0
21914,21601,1.0
21728,21733,1.0
21815,21944,1.0
21753,21823,5.0
21823,21770,1.0
21718,21823,1.0
21753,21786,2.0
21630,21641,1.0
21944,21659,1.0
21728,21678,1.0
21783,21871,1.0
21696,21898,3.0
21825,21807,1.0
21933,21807,2.0
21807,21890,1.0
21659,21898,1.0
21604,21779,1.0
21668,21820,4.0
21738,21773,1.0
21738,21733,1.0
21738,21739,1.0
21753,21738,1.0
21934,21738,1.0
21630,21670,1.0
21710,21783,2.0
21688,21890,1.0
21615,21792,1.0
21792,21688,1.0
21890,21836,2.0
21906,21836,1.0
21933,21638,2.0
21611,21697,1.0
21697,21690,1.0
21635,21619,3.0
21619,21891,1.0
21944,21760,1.0
21914,21760,1.0
21756,21652,1.0
21611,21635,1.0
21635,21651,1.0
21887,21835,1.0
21757,21836,2.0
21836,21666,3.0
21892,21621,2.0
21832,21621,1.0
21621,21630,1.0
21720,21621,4.0
21711,21876,1.0
21876,21621,2.0
21635,21832,5.0
21832,21835,1.0
21621,21772,2.0
21939,21733,1.0
21752,21832,1.0
21702,21733,1.0
21797,21772,1.0
21720,21836,2.0
21892,21857,1.0
21892,21832,1.0
21752,21771,1.0
21727,21621,1.0
21635,21938,3.0
21748,21907,1.0
21811,21748,7.0
21666,21896,1.0
21695,21918,2.0
21890,21896,1.0
21811,21666,1.0
21811,21871,1.0
21608,21871,1.0
21898,21608,2.0
21608,21918,9.0
21918,21608,2.0
21918,21900,1.0
21748,21900,3.0
21811,21900,1.0
21900,21811,1.0
21811,21695,1.0
21918,21660,1.0
21835,21857,2.0
21857,21876,2.0
21811,21686,2.0
21686,21720,1.0
21918,21686,3.0
21621,21811,1.0
21678,21686,1.0
21686,21811,2.0
21811,21688,2.0
21753,21895,1.0
21890,21609,1.0
21659,21772,1.0
21843,21779,2.0
21871,21892,1.0
21772,21907,2.0
21769,21932,2.0
21836,21733,2.0
21857,21903,1.0
21718,21619,1.0
21771,21718,1.0
21638,21903,1.0
21786,21891,1.0
21609,21805,1.0
21695,21762,1.0
21762,21806,1.0
21811,21836,3.0
21784,21621,1.0
21892,21918,3.0
21903,21666,1.0
21898,21692,1.0
21692,21635,1.0
21640,21820,3.0
21688,21871,2.0
21652,21748,1.0
21710,21891,1.0
21710,21614,1.0
21732,21688,1.0
21739,21695,1.0
21739,21887,1.0
21621,21739,13.0
21688,21718,1.0
21819,21621,1.0
21621,21815,5.0
21783,21932,5.0
21609,21681,1.0
21778,21918,2.0
21741,21842,2.0
21932,21913,1.0
21731,21705,1.0
21644,21609,1.0
21703,21645,1.0
21886,21931,4.0
21720,21756,2.0
21779,21765,1.0
21666,21645,4.0
21645,21779,2.0
21750,21666,1.0
21608,21779,1.0
21932,21857,4.0
21846,21685,1.0
21779,21608,1.0
21782,21820,2.0
21856,21798,1.0
21621,21856,1.0
21856,21898,2.0
21898,21856,2.0
21857,21662,1.0
21662,21899,1.0
21662,21857,1.0
21823,21934,1.0
21934,21662,2.0
21776,21944,2.0
21671,21914,2.0
21843,21720,3.0
21678,21859,2.0
21642,21783,3.0
21779,21879,3.0
21635,21907,2.0
21898,21844,1.0
21779,21844,1.0
21918,21817,1.0
21771,21933,3.0
21913,21842,2.0
21693,21857,1.0
21857,21932,7.0
21685,21932,1.0
21812,21836,1.0
21932,21832,1.0
21932,21888,3.0
21888,21727,2.0
21641,21932,4.0
21888,21932,1.0
21733,21890,1.0
21932,21879,1.0
21918,21758,1.0
21857,21918,1.0
21770,21906,1.0
21753,21603,1.0
21603,21618,1.0
21642,21862,8.0
21720,21886,2.0
21635,21760,2.0
21603,21752,1.0
21886,21671,1.0
21771,21931,2.0
21820,21782,2.0
21782,21842,1.0
21842,21782,3.0
21668,21702,1.0
21702,21667,1.0
21782,21655,1.0
21894,21831,1.0
21899,21688,3.0
21898,21732,1.0
21638,21841,2.0
21771,21879,2.0
21944,21869,1.0
21779,21835,1.0
21907,21688,1.0
21638,21817,1.0
21779,21782,5.0
21817,21753,1.0
21817,21914,1.0
21879,21734,2.0
21753,21734,4.0
21734,21666,1.0
21734,21914,2.0
21635,21734,7.0
21734,21815,1.0
21734,21918,2.0
21753,21884,3.0
21884,21688,3.0
21884,21918,2.0
21645,21734,1.0
21918,21884,2.0
