catg,time,delta_times
21821,22063,2.0
21821,21989,3.0
21744,22054,1.0
21821,22061,1.0
21821,21964,4.0
21740,22010,7.0
21740,22029,2.0
21740,22011,3.0
21740,22007,9.0
21740,21964,4.0
21836,22012,13.0
21797,22064,2.0
21786,22072,3.0
21769,22063,4.0
21840,22088,5.0
21904,22082,1.0
21645,22074,1.0
21836,21971,8.0
21899,22039,7.0
21899,22011,6.0
21903,22092,1.0
21674,22092,4.0
21720,22088,7.0
21772,22053,43.0
21907,22099,1.0
21815,22021,3.0
21811,21992,8.0
21696,22040,5.0
21836,21997,1.0
21811,22061,10.0
21888,22084,13.0
21888,21965,10.0
21888,22106,10.0
21888,22040,11.0
21888,22059,8.0
21888,22057,7.0
21812,21994,2.0
21888,22078,2.0
21888,21958,5.0
21888,22062,8.0
21696,22017,5.0
21888,22009,14.0
21888,21989,15.0
21888,22031,9.0
21888,22007,4.0
21888,21984,7.0
21888,22104,4.0
21810,21985,1.0
21686,21970,2.0
21836,22016,13.0
21892,22010,11.0
21844,22111,1.0
21718,22051,1.0
21620,21958,2.0
21724,21986,2.0
21879,22071,1.0
21891,22109,9.0
21795,22035,2.0
21795,21982,2.0
21931,22033,7.0
21720,22039,5.0
21914,22029,12.0
21786,22041,4.0
21718,21984,42.0
21786,22040,4.0
21812,22003,1.0
21690,22070,3.0
21833,22043,2.0
21728,22034,2.0
21725,22006,1.0
21811,22013,4.0
21633,22058,1.0
21716,21991,1.0
21907,21991,4.0
21798,22040,3.0
21748,21983,6.0
21809,22017,1.0
21713,22015,2.0
21874,22061,1.0
21640,22065,5.0
21848,22033,1.0
21640,22017,1.0
21741,21949,1.0
21928,22112,3.0
21826,21948,3.0
21739,22114,4.0
21786,22039,4.0
21890,21981,6.0
21938,22109,2.0
21757,21992,6.0
21731,21992,5.0
21898,22098,11.0
21678,22074,7.0
21811,22089,4.0
21786,22073,1.0
21796,22112,1.0
21666,21975,3.0
21778,22058,3.0
21875,22113,4.0
21678,22096,8.0
21843,22028,4.0
21898,22067,33.0
21668,22042,3.0
21909,22080,1.0
21921,22040,4.0
21628,22089,3.0
21784,21966,2.0
21784,21994,3.0
21819,22061,2.0
21752,21990,6.0
21790,22111,2.0
21923,21995,3.0
21621,22036,12.0
21625,22017,6.0
21913,21969,3.0
21675,22098,1.0
21697,22014,4.0
21685,21989,2.0
21685,21963,2.0
21685,21961,3.0
21869,22009,3.0
21688,22005,5.0
21638,22033,1.0
21619,22106,4.0
21777,22072,1.0
21728,22031,2.0
21811,22045,1.0
21811,22077,12.0
21918,21949,6.0
21635,22044,29.0
21620,21999,1.0
21918,22097,15.0
21635,22046,5.0
21639,22107,1.0
21737,22114,9.0
21668,22090,12.0
21670,21963,2.0
21925,21993,2.0
21756,22030,3.0
21918,22008,27.0
21694,22063,1.0
21656,21991,2.0
21705,21965,3.0
21656,22040,1.0
21727,22016,8.0
21871,22030,5.0
21782,21968,4.0
21779,22037,13.0
21891,22090,9.0
21881,21963,1.0
21756,22037,3.0
21892,22065,9.0
21898,21990,51.0
21654,21996,3.0
21774,22017,2.0
21763,21996,11.0
21678,22005,35.0
21881,22034,1.0
21881,22037,1.0
21744,22079,2.0
21879,22013,11.0
21835,22014,28.0
21744,22077,2.0
21678,22078,10.0
21668,22068,5.0
21881,22013,2.0
21654,21989,2.0
21881,21964,4.0
21881,22035,1.0
21615,22057,1.0
21771,22018,14.0
21723,21991,5.0
21723,22042,7.0
21841,22015,3.0
21753,21956,36.0
21681,22003,2.0
21674,22091,8.0
21763,21947,32.0
21603,21960,1.0
21690,22067,2.0
21832,22108,1.0
21811,22110,2.0
21832,22112,1.0
21748,22106,17.0
21653,22113,7.0
21798,22109,3.0
21666,22098,13.0
21666,22099,6.0
21786,22015,2.0
21886,21979,32.0
21733,22013,6.0
21779,22043,9.0
21926,22066,4.0
21933,21955,29.0
21763,22090,31.0
21710,22069,9.0
21918,22020,14.0
21763,22020,7.0
21784,22038,4.0
21784,22083,6.0
21755,21971,1.0
21752,21964,12.0
21755,22014,1.0
21806,22041,3.0
21723,22077,1.0
21737,22082,7.0
21748,22093,23.0
21940,22044,1.0
21817,22114,3.0
21755,22031,1.0
21747,22110,1.0
21748,22094,12.0
21755,22015,1.0
21632,21968,1.0
21703,22053,2.0
21603,22009,2.0
21835,22048,1.0
21715,22108,4.0
21749,21964,3.0
21749,21995,1.0
21749,22043,4.0
21749,22037,1.0
21932,21991,11.0
21749,21970,3.0
21723,22055,10.0
21601,22064,2.0
21668,22060,3.0
21778,21976,1.0
21686,22011,1.0
21678,22073,2.0
21710,21965,10.0
21902,22065,1.0
21786,21997,2.0
21876,22076,1.0
21876,21960,4.0
21876,21999,1.0
21876,22005,34.0
21876,22022,1.0
21876,22063,6.0
21779,22062,20.0
21739,22080,14.0
21876,22081,1.0
21876,22053,37.0
21876,22029,36.0
21876,22031,6.0
21876,22065,4.0
21876,21958,22.0
21876,21959,4.0
21876,22032,4.0
21876,21986,5.0
21876,22055,8.0
21876,21993,6.0
21876,21983,7.0
21876,22013,6.0
21876,22039,4.0
21891,21961,3.0
21718,21980,8.0
21770,22034,5.0
21723,21980,8.0
21723,22052,9.0
21723,22053,4.0
21844,22090,5.0
21637,22106,1.0
21841,21947,5.0
21723,21981,6.0
21733,22096,5.0
21697,21978,1.0
21871,22070,1.0
21652,22018,1.0
21926,22111,2.0
21926,21949,3.0
21615,22088,5.0
21778,22109,4.0
21872,22035,3.0
21925,21991,2.0
21652,22004,3.0
21611,22090,2.0
21688,21981,12.0
21637,22038,3.0
21688,22100,3.0
21675,22039,2.0
21770,21967,2.0
21642,21962,14.0
21892,22041,9.0
21642,22063,9.0
21790,22041,2.0
21678,22070,10.0
21625,22112,3.0
21674,22062,1.0
21913,22085,5.0
21944,21950,20.0
21922,21969,1.0
21783,21978,3.0
21785,22088,1.0
21849,22088,1.0
21667,22067,7.0
21821,22060,2.0
21630,22046,8.0
21815,22073,8.0
21642,22037,17.0
21728,22058,1.0
21871,22060,4.0
21872,22067,1.0
21811,22085,7.0
21601,22106,5.0
21787,21965,7.0
21891,21993,6.0
21859,21957,53.0
21859,21981,57.0
21787,22086,17.0
21624,22086,2.0
21859,22029,54.0
21859,21980,10.0
21859,22028,5.0
21859,22004,6.0
21653,22084,5.0
21660,22042,2.0
21740,22005,4.0
21695,22087,7.0
21660,21993,2.0
21819,22090,4.0
21660,22085,1.0
21748,21994,12.0
21681,21986,1.0
21681,22018,1.0
21620,22008,1.0
21899,22065,17.0
21645,22041,12.0
21778,21982,2.0
21705,22059,5.0
21645,22046,2.0
21841,22089,4.0
21787,22110,19.0
21797,22061,4.0
21927,21964,1.0
21659,21958,1.0
21918,22101,12.0
21710,22105,5.0
21710,22108,6.0
21710,21947,5.0
21637,21959,2.0
21637,21966,5.0
21727,22037,3.0
21652,22112,6.0
21914,21980,1.0
21733,21981,8.0
21753,22051,2.0
21733,22053,5.0
21730,22056,2.0
21654,21993,4.0
21914,22089,29.0
21862,22077,7.0
21732,21983,2.0
21662,21970,1.0
21686,21983,3.0
21686,22006,3.0
21928,22010,2.0
21913,22112,2.0
21890,22088,5.0
21630,22097,15.0
21727,22109,13.0
21913,22060,12.0
21775,21995,1.0
21639,21963,6.0
21764,21992,2.0
21875,22030,3.0
21875,21995,2.0
21652,21961,2.0
21681,21963,2.0
21732,21982,1.0
21727,22060,11.0
21678,22038,25.0
21676,22085,1.0
21875,21992,9.0
21892,22112,11.0
21608,21947,1.0
21678,22018,18.0
21676,22089,1.0
21731,22091,3.0
21871,22012,7.0
21783,21948,3.0
21738,21965,4.0
21881,22007,1.0
21890,22013,3.0
21833,22078,3.0
21811,21948,4.0
21771,22064,1.0
21645,22079,5.0
21771,22065,4.0
21724,22068,2.0
21720,21986,9.0
21817,22058,1.0
21817,22033,3.0
21696,22037,9.0
21758,22046,4.0
21696,22057,5.0
21696,22032,8.0
21826,22072,4.0
21917,22065,2.0
21917,22067,1.0
21696,21984,5.0
21696,22033,6.0
21653,22032,2.0
21653,22017,4.0
21696,21985,5.0
21696,22089,6.0
21888,21968,6.0
21696,21986,3.0
21888,21962,9.0
21696,22113,7.0
21637,21981,3.0
21637,22005,2.0
21710,21959,19.0
21741,22112,3.0
21862,22106,10.0
21669,22096,1.0
21811,22012,13.0
21811,22108,5.0
21731,22017,5.0
21890,22098,2.0
21811,22090,5.0
21811,22100,3.0
21700,22100,2.0
21892,21991,17.0
21733,21961,4.0
21733,21986,15.0
21680,22032,2.0
21669,22017,2.0
21886,22002,8.0
21811,22011,10.0
21615,22038,5.0
21885,21992,3.0
21888,22089,9.0
21825,22036,3.0
21625,22092,5.0
21836,22082,9.0
21642,21993,3.0
21931,22066,9.0
21662,22060,5.0
21841,22035,1.0
21749,22029,2.0
21880,21986,1.0
21710,22106,6.0
21727,21988,11.0
21779,21995,11.0
21686,22007,1.0
21779,22008,13.0
21842,22037,14.0
21883,22088,1.0
21757,22093,3.0
21710,22005,10.0
21642,22078,3.0
21671,22017,1.0
21875,22088,6.0
21741,22090,5.0
21899,22107,5.0
21630,21974,5.0
21798,22054,3.0
21875,22081,2.0
21757,22038,3.0
21713,21995,7.0
21874,22011,1.0
21907,22089,1.0
21752,22113,13.0
21938,22063,1.0
21938,21964,2.0
21835,21959,2.0
21938,22056,1.0
21782,22043,4.0
21782,21985,3.0
21723,22009,5.0
21782,22042,5.0
21938,22088,1.0
21842,22015,28.0
21809,21993,3.0
21769,22080,5.0
21765,22114,1.0
21630,22076,4.0
21882,22040,4.0
21690,22041,4.0
21770,21947,2.0
21825,22109,1.0
21619,22089,5.0
21748,22099,1.0
21884,22113,2.0
21840,22089,8.0
21884,22085,1.0
21819,22019,7.0
21638,22045,21.0
21825,22098,1.0
21710,22110,5.0
21666,21961,5.0
21708,21970,3.0
21727,22008,3.0
21919,22011,6.0
21840,21986,7.0
21701,22085,2.0
21840,22111,4.0
21671,21964,7.0
21731,22042,2.0
21710,21984,18.0
21705,21994,5.0
21859,22007,21.0
21859,21968,12.0
21752,21989,6.0
21859,22005,46.0
21772,21988,16.0
21774,21962,2.0
21843,22105,3.0
21784,21982,4.0
21887,22108,3.0
21819,21969,3.0
21713,21963,5.0
21721,22017,1.0
21685,22108,1.0
21769,21983,9.0
21652,22034,1.0
21769,22037,6.0
21670,22091,1.0
21918,22092,22.0
21785,22017,1.0
21883,22034,1.0
21710,21978,3.0
21705,21947,3.0
21811,22094,6.0
21682,22111,2.0
21682,22065,2.0
21733,21985,7.0
21733,22041,9.0
21756,22101,1.0
21756,21967,1.0
21887,22088,1.0
21862,21966,24.0
21640,22069,7.0
21928,21947,3.0
21641,22018,2.0
21771,22041,5.0
21782,22020,2.0
21835,22038,18.0
21630,21998,6.0
21812,22030,1.0
21835,22035,10.0
21782,22063,4.0
21843,22063,4.0
21675,22113,5.0
21926,22093,4.0
21718,22019,2.0
21718,22030,34.0
21869,22087,8.0
21615,22042,3.0
21638,22084,2.0
21812,21984,2.0
21815,22101,3.0
21820,21958,2.0
21778,21988,6.0
21721,22087,2.0
21880,22017,1.0
21871,22014,9.0
21778,22062,4.0
21784,22086,3.0
21748,22095,14.0
21770,22014,4.0
21869,22079,2.0
21892,21961,5.0
21667,21992,6.0
21840,22053,10.0
21840,21981,8.0
21639,21958,2.0
21817,22066,4.0
21688,21973,8.0
21688,22102,12.0
21688,22052,7.0
21763,22041,12.0
21820,21995,5.0
21699,21970,1.0
21710,22112,7.0
21750,21990,4.0
21696,21961,4.0
21841,22041,5.0
21728,22037,2.0
21872,22114,1.0
21868,21963,1.0
21652,22064,3.0
21784,21964,6.0
21756,22033,4.0
21697,22020,3.0
21697,22018,9.0
21697,22017,20.0
21798,22062,10.0
21609,22046,9.0
21715,22014,1.0
21666,22057,9.0
21914,21991,21.0
21862,22091,7.0
21903,22034,1.0
21888,22111,4.0
21748,21966,7.0
21748,21961,9.0
21820,21961,3.0
21621,21951,6.0
21681,21970,3.0
21763,22106,2.0
21826,21987,2.0
21779,22081,34.0
21805,22059,4.0
21681,22069,2.0
21638,21997,7.0
21797,22015,8.0
21666,22103,1.0
21667,22014,3.0
21840,22028,3.0
21836,22062,14.0
21757,22019,8.0
21813,22059,1.0
21797,22057,6.0
21680,22061,3.0
21836,22044,5.0
21796,22040,2.0
21927,21963,1.0
21674,22058,4.0
21928,22068,7.0
21778,22082,4.0
21669,22066,1.0
21796,22089,2.0
21669,22042,1.0
21773,21995,1.0
21844,22075,1.0
21609,22096,10.0
21841,22018,6.0
21808,21947,1.0
21893,22062,1.0
21899,22048,1.0
21645,22069,6.0
21710,22074,3.0
21896,22090,7.0
21705,21993,6.0
21693,22059,1.0
21825,22064,2.0
21737,22102,4.0
21779,21950,3.0
21815,22086,8.0
21890,21947,8.0
21944,22049,18.0
21836,22080,12.0
21845,22108,1.0
21749,21987,3.0
21603,22104,2.0
21718,22061,15.0
21737,22090,6.0
21720,22016,8.0
21734,22058,2.0
21653,22018,7.0
21926,21991,3.0
21748,21978,2.0
21654,22018,3.0
21892,22020,6.0
21754,22073,2.0
21891,22064,2.0
21727,22043,13.0
21655,21959,1.0
21784,22024,2.0
21892,22016,9.0
21787,22016,12.0
21930,22092,1.0
21787,22085,8.0
21836,21995,5.0
21820,21968,4.0
21787,21992,11.0
21787,22037,4.0
21930,22107,1.0
21787,22012,11.0
21784,22065,5.0
21786,21990,1.0
21632,22060,2.0
21786,21965,1.0
21621,22061,5.0
21786,22055,3.0
21615,22036,3.0
21638,21974,7.0
21710,21988,11.0
21784,21987,6.0
21710,21955,1.0
21710,21981,17.0
21811,22063,11.0
21918,22089,28.0
21678,22020,13.0
21850,22064,2.0
21907,21985,1.0
21806,21963,8.0
21675,22037,2.0
21778,22016,2.0
21815,22006,1.0
21778,22032,4.0
21890,22109,5.0
21806,21988,14.0
21614,22056,2.0
21680,22090,5.0
21680,22113,2.0
21680,22019,3.0
21680,22042,2.0
21609,21976,6.0
21680,21994,4.0
21815,21997,8.0
21778,22101,1.0
21819,22112,1.0
21671,22009,16.0
21907,22085,4.0
21671,22034,13.0
21671,21986,19.0
21737,22109,9.0
21652,22111,2.0
21681,22033,4.0
21905,22017,14.0
21905,22065,14.0
21843,22056,4.0
21748,21972,5.0
21810,22065,2.0
21796,22107,1.0
21747,22058,2.0
21914,22035,29.0
21635,22004,31.0
21769,22051,4.0
21635,21980,27.0
21635,22076,6.0
21769,21955,3.0
21899,22082,5.0
21727,21947,10.0
21727,21951,2.0
21668,22093,13.0
21635,21996,19.0
21727,22097,1.0
21825,22010,3.0
21601,22091,3.0
21825,21963,5.0
21825,21964,1.0
21887,21958,2.0
21885,21968,1.0
21887,22114,1.0
21658,22031,1.0
21906,22106,4.0
21659,21971,2.0
21826,22044,4.0
21805,22107,4.0
21779,21994,18.0
21842,22020,5.0
21780,22107,1.0
21652,22109,2.0
21862,21975,2.0
21891,22014,2.0
21925,22014,1.0
21785,22040,1.0
21817,22113,7.0
21614,22035,2.0
21632,22036,1.0
21769,22027,1.0
21632,22061,2.0
21769,21963,10.0
21632,21991,1.0
21632,22015,1.0
21632,22038,6.0
21914,22003,3.0
21632,22039,2.0
21835,22045,3.0
21885,22035,3.0
21874,21993,1.0
21708,22041,2.0
21720,22063,3.0
21690,21968,2.0
21667,22089,7.0
21764,21985,1.0
21764,22035,7.0
21841,22072,4.0
21796,22058,1.0
21834,22088,2.0
21932,21983,31.0
21615,22110,4.0
21933,22070,8.0
21782,22087,4.0
21782,22103,5.0
21841,21963,1.0
21782,22078,2.0
21668,22108,3.0
21785,22043,2.0
21811,22066,4.0
21731,22015,7.0
21782,22081,4.0
21926,22039,4.0
21728,22087,3.0
21728,21992,2.0
21782,21966,4.0
21752,21986,4.0
21765,22037,3.0
21730,22086,3.0
21601,22008,2.0
21790,22080,3.0
21790,21967,1.0
21702,22046,1.0
21727,21995,14.0
21815,22094,6.0
21926,22011,3.0
21926,21964,4.0
21727,22074,2.0
21675,22044,2.0
21774,21966,1.0
21727,22000,1.0
21727,22072,3.0
21825,22063,1.0
21727,22014,7.0
21825,22062,1.0
21686,22110,1.0
21690,22089,4.0
21675,21947,4.0
21890,22107,1.0
21836,21989,10.0
21848,22017,4.0
21921,22018,2.0
21914,21967,24.0
21884,21969,2.0
21884,21993,1.0
21642,21970,3.0
21642,22041,10.0
21604,22085,3.0
21875,21963,3.0
21875,22063,5.0
21876,22084,2.0
21875,22083,5.0
21730,21985,6.0
21730,22016,7.0
21884,22036,1.0
21750,22035,4.0
21784,22061,5.0
21817,22069,3.0
21899,22037,10.0
21668,21996,2.0
21875,22057,3.0
21898,22047,8.0
21774,22107,2.0
21784,22090,5.0
21718,21981,17.0
21718,22055,43.0
21641,21966,3.0
21641,21989,1.0
21844,21993,1.0
21770,21963,4.0
21764,22059,5.0
21764,22011,9.0
21764,21987,4.0
21764,21963,2.0
21764,22034,4.0
21659,22062,2.0
21753,22084,15.0
21754,22069,4.0
21652,21974,1.0
21620,22014,2.0
21644,22055,2.0
21695,22076,4.0
21695,21989,6.0
21695,22100,8.0
21702,22064,4.0
21695,22075,5.0
21690,22069,4.0
21815,22095,7.0
21695,22016,12.0
21688,22099,7.0
21695,22061,7.0
21695,22084,3.0
21756,22078,3.0
21935,22044,1.0
21906,21987,3.0
21923,21987,4.0
21680,22085,3.0
21760,21984,1.0
21760,22005,11.0
21760,22017,1.0
21760,22020,1.0
21760,22053,9.0
21760,21957,10.0
21760,21981,10.0
21760,22029,11.0
21760,22102,1.0
21760,22103,2.0
21760,22104,1.0
21760,21974,1.0
21652,21951,1.0
21760,22030,5.0
21741,22032,1.0
21625,22043,8.0
21715,22067,1.0
21760,21969,1.0
21760,21972,1.0
21760,22091,1.0
21760,21958,4.0
21639,22034,3.0
21760,22109,3.0
21760,22114,1.0
21760,21982,3.0
21642,21991,12.0
21760,22006,4.0
21760,21959,2.0
21760,22111,1.0
21760,22093,1.0
21740,22040,5.0
21741,22010,2.0
21841,22012,1.0
21857,21979,8.0
21857,22051,5.0
21769,22029,9.0
21725,22095,1.0
21652,21957,3.0
21619,22067,4.0
21934,22027,1.0
21681,22027,2.0
21835,22021,4.0
21779,22018,9.0
21737,22063,9.0
21855,22066,1.0
21668,22022,1.0
21687,22084,1.0
21730,22066,2.0
21826,21995,3.0
21748,21988,10.0
21944,22022,12.0
21711,22104,3.0
21705,21950,1.0
21758,22096,4.0
21818,22103,1.0
21820,22002,7.0
21754,22012,1.0
21754,22065,3.0
21914,22008,10.0
21754,21997,2.0
21714,22037,3.0
21848,21969,1.0
21848,22066,1.0
21871,22067,8.0
21740,22056,7.0
21675,21990,3.0
21857,22078,10.0
21857,21959,16.0
21779,21957,7.0
21850,21994,1.0
21840,21991,6.0
21681,22016,1.0
21841,21965,3.0
21601,21964,5.0
21857,21966,24.0
21857,22027,5.0
21892,22006,2.0
21666,22055,2.0
21763,22044,14.0
21774,22065,1.0
21931,21955,14.0
21848,22035,1.0
21697,22090,11.0
21796,22065,1.0
21913,22066,12.0
21818,22114,3.0
21929,22042,1.0
21674,21981,2.0
21786,21970,1.0
21659,22086,4.0
21740,21962,8.0
21740,22009,5.0
21739,22103,6.0
21766,22108,1.0
21739,22105,3.0
21619,22065,4.0
21720,22013,7.0
21784,22030,4.0
21775,22088,1.0
21772,22063,7.0
21750,22079,1.0
21820,22085,5.0
21720,22040,7.0
21792,22108,5.0
21667,21965,2.0
21856,21967,5.0
21804,22039,1.0
21873,21994,1.0
21761,21992,2.0
21653,22061,2.0
21944,21977,9.0
21871,22062,6.0
21840,21951,4.0
21748,21954,1.0
21637,21954,1.0
21637,22026,3.0
21637,22061,2.0
21620,22007,1.0
21840,21979,3.0
21840,22051,3.0
21844,22082,1.0
21844,22106,2.0
21739,22052,21.0
21840,21955,5.0
21739,21980,25.0
21844,22084,1.0
21752,22063,9.0
21782,21996,3.0
21931,22010,4.0
21620,22091,1.0
21825,22069,2.0
21690,22112,1.0
21811,22016,7.0
21782,22056,2.0
21809,21992,1.0
21853,22016,1.0
21622,22064,1.0
21674,22090,6.0
21737,22026,2.0
21853,22027,1.0
21853,22028,1.0
21681,22103,3.0
21923,22102,3.0
21809,22010,1.0
21631,22059,1.0
21784,22054,4.0
21790,22056,3.0
21853,22042,2.0
21809,21988,4.0
21727,21967,10.0
21809,22011,3.0
21710,22019,8.0
21737,22035,9.0
21896,22034,8.0
21782,22040,2.0
21811,22052,5.0
21779,22057,17.0
21674,22080,2.0
21621,21984,5.0
21922,22060,1.0
21750,22084,2.0
21618,22018,1.0
21763,22084,6.0
21841,22033,2.0
21940,21958,3.0
21720,21949,7.0
21919,22101,1.0
21723,22056,12.0
21723,21984,10.0
21723,21959,14.0
21919,22102,1.0
21754,21968,3.0
21890,21969,2.0
21869,22105,4.0
21809,22041,2.0
21757,22089,13.0
21941,22010,1.0
21758,22069,2.0
21910,21969,4.0
21779,22097,4.0
21910,21971,1.0
21910,22043,1.0
21910,22065,1.0
21910,21972,1.0
21910,21975,1.0
21914,21951,5.0
21910,22062,2.0
21910,22113,1.0
21841,22109,2.0
21931,22087,10.0
21931,21995,13.0
21910,21962,1.0
21910,22069,1.0
21652,22103,1.0
21603,22079,1.0
21703,22017,3.0
21934,22100,3.0
21817,22034,2.0
21865,22037,2.0
21844,22033,2.0
21844,22091,5.0
21690,22010,8.0
21844,22039,1.0
21838,22069,1.0
21836,22086,14.0
21844,22069,2.0
21796,21986,1.0
21875,22018,6.0
21796,22035,1.0
21796,22067,1.0
21796,22105,2.0
21667,22114,8.0
21875,22104,4.0
21745,22029,2.0
21725,22065,2.0
21641,22008,1.0
21824,21962,4.0
21650,22038,1.0
21650,22009,1.0
21650,22016,2.0
21650,22060,2.0
21887,22036,4.0
21890,22065,7.0
21752,22109,14.0
21892,22092,7.0
21840,22098,2.0
21787,21993,8.0
21718,22022,1.0
21887,22109,2.0
21639,22013,5.0
21796,21971,1.0
21629,22012,3.0
21714,22070,1.0
21771,21964,13.0
21718,21990,5.0
21639,21991,3.0
21798,22088,5.0
21913,22086,1.0
21805,21987,4.0
21733,22074,1.0
21804,22103,1.0
21737,22111,12.0
21754,22045,3.0
21610,22068,1.0
21925,21994,7.0
21619,22013,4.0
21723,22065,10.0
21678,22047,4.0
21815,22048,1.0
21784,22055,5.0
21629,22114,4.0
21802,22043,2.0
21650,21961,2.0
21787,22059,10.0
21652,21968,5.0
21652,22065,2.0
21918,22072,3.0
21913,22045,3.0
21817,22068,2.0
21786,22007,2.0
21653,22033,1.0
21918,22068,22.0
21720,21989,9.0
21807,21959,3.0
21807,22006,12.0
21807,22058,2.0
21640,22064,5.0
21896,21989,5.0
21807,22078,5.0
21741,22092,6.0
21779,22047,3.0
21615,22087,3.0
21928,22018,2.0
21713,22058,7.0
21640,22071,4.0
21668,22063,5.0
21686,22066,8.0
21782,22013,3.0
21804,21991,1.0
21637,22056,1.0
21739,21956,21.0
21815,22039,7.0
21750,22113,1.0
21782,21964,6.0
21898,22099,11.0
21906,22015,5.0
21769,22054,6.0
21737,22081,8.0
21862,22003,10.0
21618,22039,2.0
21862,22051,9.0
21618,22015,1.0
21892,22055,3.0
21875,22103,3.0
21862,22027,5.0
21885,22091,6.0
21862,22100,6.0
21603,22060,2.0
21603,22063,1.0
21603,22080,3.0
21710,21949,1.0
21652,21966,1.0
21618,22078,2.0
21862,22076,5.0
21806,22011,5.0
21811,22084,3.0
21667,21991,4.0
21686,21995,1.0
21888,21980,1.0
21811,22104,2.0
21778,22104,1.0
21778,22064,2.0
21710,21972,4.0
21717,22019,1.0
21668,22021,2.0
21668,22018,3.0
21879,22014,13.0
21843,22015,4.0
21678,22069,16.0
21627,21947,3.0
21847,22040,1.0
21876,22089,2.0
21876,21969,1.0
21637,22108,2.0
21682,22114,1.0
21640,21965,1.0
21857,22013,17.0
21857,22080,13.0
21702,22018,3.0
21763,22094,3.0
21671,21982,32.0
21711,21992,7.0
21667,22113,8.0
21671,22053,23.0
21825,22092,2.0
21892,22039,11.0
21770,22016,3.0
21764,22114,3.0
21784,22023,2.0
21784,22074,1.0
21834,22023,2.0
21732,22063,2.0
21833,22103,2.0
21607,22064,2.0
21620,22085,2.0
21840,22046,5.0
21840,21973,2.0
21936,21995,1.0
21936,22043,6.0
21914,22044,13.0
21936,21994,2.0
21640,22105,3.0
21769,22035,7.0
21899,22055,1.0
21899,22012,10.0
21826,22018,3.0
21749,22106,2.0
21730,22080,3.0
21836,22064,17.0
21771,22019,8.0
21784,22093,5.0
21772,22031,32.0
21907,21970,4.0
21809,22069,1.0
21802,21963,1.0
21711,22038,5.0
21932,22029,80.0
21932,22037,18.0
21932,22053,64.0
21843,21968,3.0
21840,21959,7.0
21932,21989,20.0
21618,22019,1.0
21843,22055,1.0
21758,22072,2.0
21932,21990,9.0
21711,21964,4.0
21711,22061,6.0
21711,21990,3.0
21932,21966,7.0
21784,21962,2.0
21612,21965,1.0
21612,22015,1.0
21790,21989,2.0
21798,21990,2.0
21680,21969,3.0
21714,21995,1.0
21782,21989,4.0
21875,21991,2.0
21666,21983,2.0
21624,22074,1.0
21666,22007,2.0
21892,22091,14.0
21620,22114,1.0
21680,22006,1.0
21624,22031,1.0
21906,22085,1.0
21862,22045,4.0
21899,22070,8.0
21711,22041,5.0
21726,21947,1.0
21714,22036,2.0
21734,21963,8.0
21734,21987,3.0
21609,22027,16.0
21888,22082,7.0
21732,22106,4.0
21859,22038,5.0
21859,22064,6.0
21845,22087,1.0
21603,22065,1.0
21879,22023,1.0
21763,22025,1.0
21879,22020,4.0
21905,22064,4.0
21670,22015,1.0
21676,21985,1.0
21925,22058,4.0
21896,22078,6.0
21615,22107,1.0
21888,22017,6.0
21756,22081,1.0
21601,21982,4.0
21601,22013,2.0
21835,22058,2.0
21888,22032,6.0
21615,21984,1.0
21749,21961,1.0
21779,22054,8.0
21727,21969,4.0
21843,22052,3.0
21779,22006,10.0
21786,22106,6.0
21601,21984,4.0
21888,22056,9.0
21779,22030,21.0
21875,21983,3.0
21817,22017,6.0
21910,22092,1.0
21914,21992,22.0
21695,21984,6.0
21752,22036,16.0
21752,22037,8.0
21734,22035,1.0
21653,22019,5.0
21863,21977,1.0
21946,21990,1.0
21946,22095,1.0
21942,22086,1.0
21942,21965,2.0
21787,21963,4.0
21731,21988,5.0
21863,22045,7.0
21863,22001,3.0
21630,21979,4.0
21767,22007,2.0
21918,22045,12.0
21697,22085,8.0
21832,22038,1.0
21660,22065,1.0
21931,21961,9.0
21907,21961,1.0
21620,22092,2.0
21891,22065,7.0
21764,22065,2.0
21705,22088,2.0
21907,22065,2.0
21858,22032,1.0
21858,22096,1.0
21674,21963,6.0
21858,21957,1.0
21645,22103,1.0
21782,21994,5.0
21721,21974,3.0
21871,22032,6.0
21703,22057,1.0
21619,22009,2.0
21869,22112,5.0
21758,22070,7.0
21620,22108,2.0
21637,22042,1.0
21869,22108,1.0
21903,22065,1.0
21787,22045,1.0
21872,21995,2.0
21754,22044,5.0
21754,21970,4.0
21767,22103,1.0
21887,22065,1.0
21782,22015,4.0
21871,21986,6.0
21833,22053,4.0
21896,22111,6.0
21668,22109,7.0
21645,22004,8.0
21921,22105,3.0
21855,22034,1.0
21855,22035,1.0
21890,22045,2.0
21899,22056,3.0
21798,22094,2.0
21871,22103,8.0
21865,22070,1.0
21681,22107,3.0
21906,22108,4.0
21770,21992,5.0
21799,22085,2.0
21696,22111,3.0
21906,21994,5.0
21906,21988,3.0
21906,22016,1.0
21898,21975,5.0
21777,22040,4.0
21777,22066,1.0
21777,21969,2.0
21777,21992,1.0
21862,21977,2.0
21862,22018,9.0
21718,22037,15.0
21697,22060,2.0
21718,22004,4.0
21718,22052,6.0
21733,22070,8.0
21921,22008,1.0
21705,22064,4.0
21913,21970,8.0
21705,21988,6.0
21676,22042,1.0
