user,catg,delta_times
3621,21693,1.0
3621,21836,1.0
3621,21748,2.0
3621,21688,4.0
3621,21944,2.0
3621,21635,2.0
3621,21696,1.0
3621,21939,2.0
3621,21787,1.0
3621,21835,1.0
3621,21862,4.0
3621,21879,1.0
3621,21757,1.0
3621,21899,1.0
3621,21678,1.0
3621,21629,2.0
3621,21640,1.0
3621,21647,2.0
3621,21797,1.0
3621,21607,1.0
3622,21688,1.0
3622,21609,1.0
3623,21886,2.0
3623,21688,1.0
3623,21607,1.0
3624,21914,1.0
3625,21862,2.0
3625,21898,2.0
3625,21609,1.0
3625,21733,1.0
3625,21909,1.0
3625,21621,1.0
3626,21609,2.0
3627,21639,3.0
3627,21688,1.0
3628,21886,4.0
3628,21944,5.0
3628,21764,1.0
3628,21879,1.0
3628,21798,1.0
3628,21779,2.0
3628,21630,1.0
3628,21840,1.0
3628,21681,1.0
3628,21621,2.0
3628,21892,1.0
3628,21842,1.0
3628,21640,1.0
3628,21933,1.0
3629,21633,2.0
3629,21667,1.0
3629,21702,1.0
3629,21609,1.0
3629,21635,4.0
3629,21715,1.0
3629,21762,17.0
3629,21898,1.0
3629,21881,1.0
3629,21757,2.0
3629,21731,1.0
3629,21783,2.0
3629,21930,2.0
3629,21842,1.0
3629,21727,1.0
3629,21944,1.0
3629,21678,1.0
3629,21823,3.0
3629,21906,2.0
3629,21888,1.0
3629,21688,1.0
3630,21779,1.0
3630,21926,1.0
3630,21842,4.0
3630,21898,8.0
3630,21635,7.0
3630,21753,7.0
3630,21688,2.0
3630,21879,3.0
3630,21621,37.0
3630,21678,3.0
3630,21857,5.0
3630,21666,4.0
3630,21914,2.0
3630,21875,1.0
3630,21869,1.0
3630,21862,12.0
3630,21609,19.0
3630,21784,2.0
3630,21820,7.0
3630,21886,4.0
3630,21638,1.0
3630,21748,7.0
3630,21730,1.0
3630,21763,1.0
3630,21786,3.0
3630,21640,1.0
3630,21923,1.0
3630,21741,1.0
3630,21798,1.0
3630,21840,1.0
3630,21645,3.0
3630,21899,1.0
3630,21821,1.0
3630,21791,1.0
3630,21715,1.0
3630,21787,1.0
3631,21645,2.0
3631,21697,1.0
3631,21709,1.0
3631,21879,1.0
3631,21635,1.0
3632,21914,4.0
3632,21621,28.0
3632,21944,9.0
3632,21862,3.0
3632,21635,13.0
3632,21733,7.0
3632,21688,4.0
3632,21783,1.0
3632,21784,1.0
3632,21715,1.0
3632,21678,1.0
3632,21697,1.0
3632,21843,1.0
3632,21931,1.0
3632,21815,2.0
3632,21835,1.0
3632,21718,2.0
3632,21748,1.0
3632,21633,1.0
3632,21869,1.0
3632,21771,1.0
3632,21671,2.0
3633,21635,5.0
3633,21918,1.0
3633,21666,1.0
3634,21635,12.0
3634,21899,1.0
3634,21645,1.0
3634,21739,1.0
3634,21914,2.0
3634,21753,2.0
3634,21944,1.0
3634,21758,1.0
3634,21869,1.0
3634,21842,1.0
3634,21733,1.0
3634,21862,1.0
3634,21609,2.0
3634,21678,1.0
3634,21871,1.0
3634,21630,1.0
3635,21944,13.0
3635,21635,1.0
3635,21933,1.0
3636,21620,1.0
3637,21918,5.0
3637,21635,11.0
3637,21609,10.0
3637,21659,1.0
3637,21748,1.0
3637,21898,1.0
3637,21896,3.0
3637,21842,1.0
3638,21820,2.0
3638,21630,1.0
3638,21862,1.0
3638,21609,1.0
3638,21944,2.0
3638,21871,1.0
3638,21635,1.0
3639,21820,1.0
3640,21635,13.0
3640,21835,1.0
3640,21753,13.0
3640,21796,5.0
3640,21666,1.0
3640,21675,1.0
3640,21848,1.0
3640,21609,1.0
3641,21619,1.0
3641,21710,1.0
3641,21784,1.0
3642,21678,9.0
3642,21688,3.0
3642,21661,3.0
3642,21826,1.0
3642,21934,7.0
3642,21898,1.0
3642,21933,57.0
3642,21635,6.0
3642,21817,1.0
3642,21886,2.0
3642,21720,2.0
3642,21638,1.0
3642,21671,6.0
3642,21697,1.0
3642,21879,1.0
3642,21724,1.0
3642,21871,3.0
3642,21792,1.0
3642,21601,1.0
3642,21807,1.0
3642,21642,1.0
3642,21645,1.0
3643,21934,1.0
3643,21820,1.0
3643,21944,1.0
3644,21609,1.0
3645,21635,3.0
3645,21795,1.0
3645,21652,1.0
3645,21609,1.0
3645,21642,4.0
3645,21918,1.0
3645,21688,1.0
3645,21752,1.0
3645,21734,1.0
3645,21835,1.0
3645,21862,2.0
3645,21668,1.0
3646,21635,3.0
3646,21914,1.0
3646,21609,2.0
3646,21779,3.0
3646,21727,1.0
3646,21835,1.0
3646,21886,5.0
3646,21703,1.0
3646,21671,1.0
3646,21907,1.0
3646,21678,2.0
3646,21934,2.0
3646,21638,1.0
3646,21933,1.0
3646,21811,1.0
3646,21862,1.0
3646,21688,1.0
3647,21944,3.0
3647,21635,10.0
3647,21865,1.0
3647,21934,1.0
3647,21659,1.0
3647,21842,1.0
3647,21678,1.0
3647,21609,2.0
3647,21779,2.0
3647,21688,13.0
3647,21770,1.0
3647,21784,1.0
3647,21783,1.0
3647,21771,2.0
3647,21862,3.0
3647,21890,1.0
3647,21835,1.0
3647,21913,1.0
3648,21899,3.0
3648,21709,25.0
3648,21944,2.0
3648,21840,1.0
3648,21727,3.0
3648,21820,1.0
3648,21635,7.0
3648,21892,4.0
3648,21834,3.0
3648,21620,1.0
3648,21630,1.0
3648,21784,1.0
3648,21654,1.0
3648,21879,1.0
3648,21836,1.0
3649,21944,3.0
3649,21737,1.0
3649,21862,1.0
3650,21609,6.0
3650,21779,1.0
3650,21898,1.0
3650,21635,2.0
3650,21753,2.0
3650,21647,1.0
3650,21717,2.0
3650,21806,2.0
3650,21940,1.0
3650,21666,1.0
3650,21944,1.0
3650,21842,1.0
3650,21886,1.0
3650,21758,1.0
3651,21635,2.0
3651,21944,5.0
3651,21815,1.0
3651,21892,2.0
3651,21709,2.0
3651,21914,1.0
3652,21944,9.0
3652,21680,1.0
3652,21678,1.0
3652,21856,12.0
3652,21688,1.0
3652,21815,1.0
3652,21862,2.0
3652,21934,1.0
3652,21635,3.0
3652,21757,2.0
3652,21918,2.0
3652,21886,1.0
3652,21630,1.0
3652,21896,1.0
3653,21635,1.0
3653,21898,1.0
3653,21678,2.0
3653,21842,2.0
3653,21864,1.0
3653,21815,6.0
3653,21697,1.0
3653,21918,3.0
3654,21872,1.0
3654,21739,31.0
3654,21609,2.0
3654,21733,4.0
3654,21841,1.0
3654,21764,2.0
3654,21826,1.0
3654,21934,3.0
3654,21774,1.0
3654,21666,1.0
3654,21630,1.0
3654,21710,1.0
3654,21640,1.0
3654,21638,1.0
3654,21748,1.0
3654,21820,2.0
3654,21732,1.0
3654,21753,2.0
3654,21635,1.0
3654,21819,1.0
3654,21737,1.0
3655,21933,1.0
3655,21918,2.0
3655,21771,1.0
3655,21635,4.0
3655,21772,1.0
3655,21862,1.0
3655,21753,1.0
3655,21697,1.0
3655,21886,1.0
3655,21769,1.0
3655,21630,2.0
3655,21934,1.0
3655,21720,1.0
3655,21896,1.0
3655,21928,1.0
3656,21733,1.0
3656,21799,1.0
3656,21934,1.0
3656,21823,3.0
3656,21635,2.0
3656,21869,1.0
3656,21936,1.0
3656,21779,1.0
3656,21886,1.0
3656,21731,1.0
3656,21763,1.0
3656,21944,1.0
3657,21792,1.0
3657,21635,3.0
3657,21710,1.0
3657,21678,1.0
3657,21842,1.0
3657,21753,2.0
3657,21713,1.0
3658,21674,1.0
3658,21727,2.0
3658,21898,1.0
3658,21635,1.0
3658,21666,1.0
3658,21944,3.0
3658,21835,1.0
3658,21790,1.0
3658,21783,1.0
3658,21903,1.0
3658,21763,1.0
3659,21933,13.0
3659,21823,7.0
3659,21842,1.0
3659,21642,6.0
3659,21678,4.0
3659,21645,4.0
3659,21739,1.0
3659,21944,1.0
3659,21881,1.0
3659,21688,7.0
3659,21932,2.0
3659,21753,1.0
3659,21856,21.0
3659,21815,1.0
3659,21666,1.0
3659,21690,1.0
3659,21635,1.0
3659,21671,1.0
3659,21718,1.0
3659,21871,2.0
3659,21840,1.0
3659,21859,1.0
3660,21734,1.0
3660,21753,1.0
3660,21892,1.0
3660,21621,5.0
3660,21898,1.0
3660,21763,1.0
3660,21876,1.0
3660,21635,1.0
3660,21697,1.0
3660,21727,1.0
3660,21659,1.0
3661,21913,1.0
3661,21635,4.0
3661,21753,18.0
3661,21688,1.0
3661,21922,1.0
3661,21682,1.0
3661,21621,1.0
3661,21918,2.0
3661,21772,2.0
3661,21815,1.0
3661,21944,2.0
3661,21892,1.0
3661,21820,2.0
3661,21763,1.0
3661,21911,1.0
3661,21680,1.0
3661,21898,1.0
3661,21754,1.0
3662,21914,2.0
3662,21862,1.0
3663,21896,2.0
3663,21630,1.0
3663,21886,3.0
3663,21899,1.0
3663,21820,2.0
3663,21879,1.0
3663,21914,1.0
3663,21713,2.0
3663,21786,1.0
3663,21635,8.0
3663,21891,1.0
3663,21835,1.0
3663,21944,4.0
3663,21620,1.0
3663,21934,1.0
3663,21659,1.0
3663,21615,1.0
3663,21871,1.0
3663,21668,1.0
3664,21879,6.0
3664,21886,2.0
3664,21748,1.0
3664,21635,2.0
3664,21752,2.0
3664,21934,1.0
3664,21815,1.0
3664,21933,2.0
3664,21896,1.0
3664,21778,1.0
3664,21666,1.0
3664,21899,1.0
3664,21688,1.0
3664,21918,1.0
3664,21678,1.0
3664,21733,1.0
3664,21753,2.0
3664,21914,1.0
3665,21931,1.0
3665,21666,5.0
3665,21733,3.0
3665,21820,5.0
3665,21783,1.0
3665,21886,5.0
3665,21771,2.0
3665,21678,2.0
3665,21842,2.0
3665,21782,1.0
3665,21748,1.0
3665,21834,1.0
3665,21688,1.0
3665,21786,1.0
3665,21686,1.0
3665,21944,2.0
3665,21754,1.0
3665,21815,1.0
3665,21739,5.0
3665,21630,3.0
3665,21934,1.0
3665,21641,1.0
3666,21666,3.0
3666,21944,3.0
3666,21681,1.0
3666,21635,1.0
3666,21753,23.0
3666,21806,1.0
3666,21914,1.0
3666,21899,2.0
3666,21750,1.0
3666,21871,2.0
3667,21806,10.0
3667,21740,2.0
3667,21824,2.0
3667,21886,1.0
3667,21635,6.0
3667,21733,3.0
3667,21688,2.0
3667,21914,1.0
3667,21764,1.0
3667,21772,14.0
3667,21842,2.0
3667,21820,1.0
3667,21678,1.0
3667,21679,17.0
3667,21909,1.0
3667,21934,5.0
3667,21798,1.0
3667,21890,1.0
3667,21879,1.0
3668,21609,3.0
3668,21933,40.0
3668,21635,10.0
3668,21642,1.0
3668,21739,3.0
3668,21857,1.0
3668,21666,1.0
3668,21934,1.0
3668,21638,1.0
3668,21753,17.0
3668,21823,1.0
3668,21678,3.0
3668,21748,1.0
3668,21879,1.0
3668,21688,1.0
3668,21811,3.0
3668,21944,1.0
3668,21842,1.0
3668,21898,1.0
3669,21888,1.0
3669,21859,2.0
3670,21892,1.0
3670,21944,1.0
3670,21609,2.0
3670,21898,1.0
3670,21630,1.0
3670,21753,2.0
3671,21896,19.0
3671,21933,28.0
3671,21886,2.0
3671,21898,4.0
3671,21645,1.0
3671,21934,1.0
3671,21918,14.0
3671,21611,2.0
3671,21875,1.0
3671,21733,1.0
3671,21652,3.0
3671,21944,32.0
3671,21635,10.0
3671,21820,1.0
3671,21614,1.0
3671,21710,2.0
3671,21815,1.0
3671,21811,4.0
3671,21782,1.0
3671,21678,1.0
3671,21609,3.0
3671,21688,1.0
3671,21765,1.0
3671,21693,2.0
3671,21681,1.0
3671,21644,1.0
3671,21753,1.0
3671,21913,1.0
3671,21770,1.0
3672,21899,5.0
3672,21723,3.0
3672,21862,1.0
3672,21666,2.0
3672,21733,1.0
3672,21820,1.0
3672,21778,1.0
3672,21753,1.0
3672,21741,1.0
3672,21659,1.0
3673,21862,1.0
3673,21879,2.0
3673,21815,1.0
3673,21739,10.0
3673,21733,2.0
3673,21697,1.0
3673,21640,1.0
3673,21645,5.0
3673,21928,1.0
3673,21871,2.0
3673,21771,1.0
3673,21842,1.0
3674,21666,1.0
3674,21784,1.0
3674,21637,1.0
3674,21630,1.0
3674,21635,3.0
3674,21944,1.0
3674,21739,1.0
3674,21678,1.0
3675,21886,1.0
3675,21635,5.0
3675,21609,1.0
3675,21772,15.0
3675,21899,1.0
3675,21842,1.0
3676,21609,1.0
3676,21944,1.0
3677,21787,1.0
3677,21786,2.0
3677,21713,1.0
3677,21879,2.0
3677,21771,1.0
3677,21842,2.0
3677,21913,1.0
3677,21666,3.0
3677,21888,1.0
3677,21748,1.0
3678,21933,30.0
3678,21753,14.0
3678,21842,1.0
3678,21635,1.0
3678,21676,1.0
3678,21820,1.0
3679,21934,2.0
3679,21752,2.0
3679,21791,1.0
3679,21638,1.0
3679,21879,1.0
3679,21727,1.0
3679,21609,2.0
3679,21918,2.0
3679,21933,2.0
3679,21798,1.0
3679,21898,1.0
3679,21713,1.0
3679,21753,1.0
3679,21784,1.0
3679,21783,1.0
3679,21914,1.0
3679,21779,1.0
3679,21718,1.0
3679,21635,1.0
3679,21666,2.0
3679,21848,1.0
3679,21724,2.0
3680,21666,2.0
3680,21635,9.0
3680,21705,1.0
3680,21932,2.0
3680,21944,1.0
3680,21899,1.0
3681,21753,16.0
3681,21890,1.0
3681,21820,1.0
3681,21635,7.0
3681,21835,1.0
3681,21763,1.0
3681,21919,1.0
3681,21757,1.0
3682,21727,1.0
3682,21913,1.0
3683,21659,1.0
3683,21879,1.0
3683,21779,1.0
3683,21944,1.0
3683,21635,2.0
3684,21933,1.0
3684,21645,2.0
3684,21741,1.0
3684,21944,2.0
3684,21820,3.0
3684,21834,1.0
3684,21614,1.0
3684,21697,1.0
3684,21635,1.0
3684,21892,1.0
3684,21890,1.0
3684,21609,1.0
3684,21756,1.0
3684,21769,1.0
3684,21886,1.0
3685,21934,6.0
3685,21713,2.0
3685,21630,1.0
3685,21635,6.0
3685,21922,6.0
3685,21933,7.0
3685,21926,1.0
3685,21779,1.0
3685,21625,1.0
3685,21621,1.0
3685,21688,3.0
3685,21890,3.0
3685,21609,2.0
3685,21913,1.0
3685,21674,1.0
3685,21678,2.0
3685,21871,3.0
3685,21666,1.0
3685,21739,5.0
3685,21918,1.0
3685,21769,1.0
3685,21819,1.0
3685,21705,2.0
3685,21891,1.0
3685,21619,2.0
3685,21696,1.0
3685,21820,3.0
3685,21638,2.0
3685,21659,1.0
3685,21797,1.0
3685,21645,1.0
3686,21635,1.0
3686,21717,9.0
3686,21933,1.0
3687,21886,7.0
3687,21688,1.0
3687,21753,7.0
3687,21635,4.0
3687,21718,2.0
3687,21730,1.0
3687,21784,2.0
3687,21666,2.0
3687,21754,1.0
3687,21769,1.0
3687,21693,1.0
3687,21710,1.0
3687,21918,1.0
3688,21918,1.0
3688,21609,1.0
3688,21635,3.0
3688,21862,1.0
3688,21612,1.0
3688,21752,1.0
3689,21836,2.0
3689,21642,1.0
3689,21769,2.0
3689,21703,1.0
3689,21886,1.0
3689,21812,1.0
3689,21770,1.0
3689,21871,1.0
3689,21753,13.0
3689,21688,2.0
3689,21914,2.0
3689,21825,1.0
3689,21823,1.0
3689,21635,3.0
3689,21609,3.0
3689,21820,1.0
3689,21906,1.0
3689,21645,1.0
3689,21678,1.0
3689,21771,1.0
3690,21748,1.0
3691,21753,11.0
3691,21886,1.0
3692,21769,3.0
3692,21635,2.0
3692,21826,5.0
3692,21753,6.0
3692,21886,1.0
3692,21609,1.0
3693,21835,1.0
3693,21944,1.0
3693,21785,1.0
3694,21769,1.0
3694,21710,1.0
3694,21739,1.0
3694,21771,1.0
3694,21944,4.0
3694,21733,1.0
3694,21718,2.0
3694,21933,1.0
3694,21753,2.0
3694,21619,1.0
3694,21875,1.0
3694,21899,1.0
3694,21862,1.0
3694,21642,1.0
3694,21871,1.0
3695,21934,1.0
3695,21645,1.0
3695,21886,2.0
3695,21753,2.0
3696,21630,1.0
3696,21886,3.0
3696,21688,4.0
3696,21820,12.0
3696,21933,3.0
3696,21842,1.0
3696,21783,1.0
3696,21931,1.0
3697,21752,2.0
3697,21635,8.0
3697,21850,1.0
3697,21609,1.0
3697,21733,1.0
3697,21835,2.0
3697,21727,2.0
3697,21899,1.0
3697,21842,1.0
3697,21944,1.0
3697,21753,12.0
3697,21642,1.0
3698,21609,1.0
3698,21635,11.0
3698,21771,3.0
3698,21886,6.0
3698,21786,1.0
3698,21914,1.0
3698,21918,2.0
3698,21670,1.0
3698,21835,1.0
3699,21772,1.0
3699,21763,1.0
3699,21638,2.0
3699,21896,1.0
3699,21888,1.0
3699,21934,1.0
3699,21826,2.0
3699,21642,1.0
3699,21749,1.0
3699,21710,1.0
3700,21779,1.0
3700,21898,1.0
3700,21728,1.0
3700,21761,1.0
3700,21635,1.0
3701,21604,1.0
3701,21753,4.0
3701,21892,1.0
3701,21811,1.0
3701,21934,1.0
3701,21669,1.0
3701,21718,1.0
3701,21937,1.0
3702,21798,1.0
3702,21842,2.0
3702,21944,28.0
3702,21635,2.0
3702,21630,1.0
3702,21689,1.0
3702,21879,3.0
3702,21711,1.0
3702,21774,1.0
3702,21771,1.0
3702,21862,1.0
3702,21826,1.0
3702,21733,3.0
3702,21820,1.0
3702,21805,1.0
3702,21763,1.0
3702,21891,1.0
3702,21932,1.0
3702,21718,1.0
3703,21817,1.0
3703,21609,1.0
3704,21933,25.0
3704,21896,3.0
3704,21666,1.0
3704,21739,1.0
3704,21886,3.0
3704,21609,3.0
3704,21918,4.0
3704,21898,3.0
3704,21763,1.0
3704,21875,1.0
3704,21753,1.0
3705,21642,1.0
3705,21944,1.0
3705,21667,1.0
3705,21879,1.0
3706,21678,1.0
3706,21892,1.0
3706,21862,1.0
3706,21739,15.0
3706,21933,1.0
3706,21666,1.0
3706,21857,6.0
3706,21928,1.0
3706,21733,1.0
3706,21642,2.0
3706,21771,1.0
3706,21730,1.0
3706,21720,1.0
3706,21659,1.0
3706,21635,3.0
3706,21751,1.0
3706,21934,1.0
3706,21944,3.0
3706,21737,1.0
3706,21784,1.0
3706,21748,1.0
3706,21710,1.0
3706,21713,1.0
3706,21738,1.0
3706,21667,1.0
3706,21723,1.0
3707,21826,1.0
3707,21820,3.0
3707,21709,1.0
3707,21688,1.0
3707,21886,2.0
3707,21815,1.0
3708,21757,1.0
3708,21815,1.0
3709,21635,5.0
3709,21914,2.0
3709,21666,1.0
3709,21688,1.0
3709,21630,1.0
3710,21609,1.0
3710,21635,1.0
3711,21635,4.0
3711,21842,1.0
3711,21896,1.0
3711,21811,1.0
3711,21645,1.0
3711,21753,1.0
3711,21713,2.0
3711,21675,2.0
3711,21862,1.0
3711,21630,1.0
3712,21674,1.0
3712,21899,1.0
3712,21835,1.0
3712,21779,2.0
3712,21666,1.0
3712,21752,1.0
3712,21659,1.0
3712,21791,1.0
3712,21771,1.0
3712,21705,1.0
3712,21635,1.0
3712,21727,1.0
3712,21815,1.0
3712,21739,1.0
3712,21934,1.0
3713,21739,8.0
3713,21733,1.0
3713,21899,1.0
3713,21787,1.0
3713,21635,1.0
3713,21819,1.0
3713,21718,1.0
3713,21688,1.0
3714,21645,2.0
3714,21879,1.0
3714,21944,1.0
3714,21635,2.0
3714,21711,1.0
3714,21688,1.0
3715,21695,2.0
3715,21607,2.0
3715,21609,1.0
3715,21697,16.0
3715,21667,1.0
3715,21763,1.0
3715,21891,1.0
3715,21713,1.0
3716,21944,4.0
3716,21815,2.0
3716,21688,1.0
3716,21630,1.0
3716,21899,1.0
3716,21890,1.0
3716,21857,1.0
3716,21671,1.0
3716,21608,1.0
3716,21764,1.0
3716,21934,3.0
3716,21753,1.0
3717,21944,2.0
3717,21688,1.0
3717,21783,1.0
3718,21886,8.0
3718,21898,13.0
3718,21811,4.0
3718,21635,2.0
3719,21944,1.0
3720,21666,1.0
3720,21886,1.0
3720,21944,1.0
3721,21609,1.0
3721,21678,1.0
3721,21753,16.0
3721,21892,1.0
3721,21779,2.0
3721,21886,4.0
3721,21763,1.0
3721,21898,1.0
3721,21718,1.0
3721,21798,1.0
3721,21836,1.0
3721,21635,1.0
3721,21604,1.0
3721,21862,1.0
3721,21748,1.0
3721,21741,1.0
3721,21817,1.0
3721,21642,1.0
3722,21674,1.0
3722,21688,2.0
3722,21886,1.0
3722,21907,1.0
3722,21898,1.0
3722,21609,1.0
3722,21871,2.0
3722,21710,1.0
3722,21817,1.0
3722,21601,1.0
3722,21759,1.0
3722,21842,1.0
3722,21630,3.0
3722,21635,2.0
3722,21891,1.0
3722,21642,1.0
3722,21862,1.0
3722,21944,2.0
3722,21777,1.0
3722,21697,1.0
3722,21815,1.0
3723,21635,5.0
3723,21836,2.0
3723,21811,2.0
3723,21630,1.0
3723,21886,8.0
3723,21933,5.0
3723,21892,1.0
3723,21609,8.0
3723,21840,1.0
3723,21645,1.0
3723,21820,1.0
3723,21834,2.0
3723,21914,1.0
3723,21617,1.0
3723,21667,1.0
3723,21710,8.0
3723,21932,1.0
3723,21918,1.0
3723,21833,1.0
3723,21753,1.0
3723,21926,1.0
3723,21764,1.0
3723,21782,1.0
3723,21688,2.0
3723,21638,1.0
3723,21772,5.0
3723,21842,1.0
3724,21609,1.0
3724,21737,2.0
3724,21758,1.0
3724,21842,1.0
3724,21756,1.0
3725,21635,3.0
3725,21748,1.0
3725,21892,1.0
3725,21820,1.0
3725,21886,1.0
3725,21666,1.0
3725,21753,1.0
3725,21740,1.0
3726,21879,1.0
3726,21886,2.0
3726,21669,1.0
3726,21842,3.0
3726,21609,5.0
3726,21914,1.0
3726,21635,2.0
3726,21933,1.0
3726,21779,1.0
3726,21890,1.0
3726,21943,3.0
3726,21621,1.0
3726,21739,1.0
3726,21678,1.0
3726,21792,1.0
3726,21918,1.0
3726,21705,1.0
3727,21609,2.0
3727,21944,5.0
3727,21697,1.0
3727,21624,1.0
3728,21934,1.0
3728,21666,1.0
3729,21899,3.0
3729,21720,1.0
3729,21609,5.0
3729,21892,2.0
3729,21842,25.0
3729,21666,2.0
3729,21933,13.0
3729,21678,2.0
3729,21770,2.0
3729,21635,12.0
3729,21654,2.0
3729,21629,1.0
3729,21642,1.0
3729,21811,1.0
3729,21688,9.0
3729,21798,1.0
3729,21833,2.0
3729,21645,3.0
3729,21741,4.0
3729,21730,2.0
3729,21765,2.0
3729,21639,1.0
3729,21771,1.0
3729,21934,3.0
3729,21826,1.0
3729,21815,1.0
3729,21739,4.0
3729,21914,1.0
3729,21670,2.0
3729,21898,2.0
3729,21786,1.0
3729,21640,1.0
3729,21763,1.0
3729,21751,1.0
3729,21936,2.0
3729,21823,2.0
3729,21731,1.0
3729,21753,1.0
3729,21890,1.0
3729,21862,1.0
3730,21769,1.0
3730,21932,20.0
3730,21635,9.0
3730,21892,4.0
3730,21859,3.0
3730,21918,6.0
3730,21737,1.0
3730,21888,1.0
3730,21753,25.0
3730,21690,2.0
3730,21857,1.0
3730,21944,3.0
3730,21899,1.0
3730,21652,2.0
3730,21758,1.0
3730,21681,1.0
3730,21934,1.0
3730,21669,1.0
3730,21820,4.0
3730,21898,1.0
3730,21731,1.0
3730,21748,2.0
3730,21933,1.0
3730,21914,1.0
3730,21630,1.0
3730,21638,1.0
3730,21784,3.0
3730,21835,1.0
3730,21856,2.0
3730,21793,1.0
3730,21905,1.0
3730,21640,1.0
3730,21906,1.0
3730,21842,1.0
3730,21688,1.0
3730,21756,1.0
3731,21609,16.0
3731,21753,1.0
3731,21763,3.0
3731,21635,10.0
3731,21834,1.0
3731,21899,3.0
3731,21934,1.0
3731,21657,1.0
3731,21757,1.0
3731,21715,1.0
3731,21710,1.0
3731,21784,1.0
3731,21898,4.0
3731,21944,1.0
3732,21779,2.0
3732,21758,1.0
3732,21944,3.0
3732,21715,1.0
3732,21678,2.0
3732,21805,1.0
3732,21848,1.0
3732,21645,1.0
3732,21842,2.0
3733,21833,25.0
3733,21635,2.0
3733,21886,3.0
3733,21934,14.0
3733,21733,1.0
3733,21638,1.0
3733,21859,12.0
3733,21786,1.0
3733,21619,1.0
3733,21807,1.0
3733,21757,2.0
3733,21630,1.0
3733,21690,1.0
3733,21783,1.0
3733,21739,1.0
3734,21944,2.0
3734,21703,1.0
3734,21886,6.0
3734,21740,2.0
3734,21718,3.0
3734,21666,3.0
3734,21646,4.0
3734,21676,1.0
3734,21715,1.0
3734,21892,1.0
3734,21635,5.0
3734,21770,1.0
3734,21638,2.0
3734,21862,2.0
3734,21934,5.0
3734,21879,1.0
3734,21898,1.0
3734,21887,1.0
3734,21813,1.0
3734,21688,2.0
3734,21792,1.0
3734,21621,1.0
3734,21609,1.0
3734,21662,1.0
3734,21933,2.0
3734,21710,1.0
3734,21769,1.0
3734,21891,1.0
3734,21753,1.0
3734,21733,1.0
3734,21840,1.0
3734,21767,1.0
3734,21630,1.0
3735,21933,1.0
3735,21871,1.0
3735,21771,1.0
3736,21678,2.0
3736,21635,2.0
3736,21638,5.0
3736,21805,1.0
3736,21779,1.0
3736,21934,1.0
3736,21688,1.0
3736,21732,1.0
3736,21714,1.0
3736,21922,1.0
3736,21918,1.0
3736,21857,1.0
3737,21899,3.0
3737,21638,1.0
3737,21635,1.0
3737,21944,1.0
3737,21913,1.0
3737,21666,1.0
3737,21753,4.0
3737,21836,1.0
3737,21886,1.0
3737,21688,1.0
3737,21787,2.0
3738,21666,1.0
3738,21635,1.0
3739,21886,1.0
3740,21918,2.0
3741,21635,6.0
3741,21809,1.0
3741,21944,3.0
3741,21753,14.0
3741,21891,2.0
3741,21815,1.0
3741,21666,4.0
3741,21820,1.0
3742,21709,1.0
3742,21731,13.0
3742,21944,8.0
3742,21635,5.0
3742,21678,1.0
3742,21886,1.0
3742,21696,1.0
3742,21842,1.0
3743,21688,2.0
3743,21836,3.0
3743,21731,1.0
3743,21635,4.0
3743,21820,4.0
3743,21638,1.0
3743,21667,1.0
3743,21779,1.0
3743,21740,1.0
3743,21769,1.0
3743,21886,1.0
3743,21639,1.0
3743,21888,1.0
3744,21609,1.0
3744,21753,31.0
3744,21688,3.0
3744,21779,6.0
3744,21862,1.0
3744,21635,1.0
3744,21914,1.0
3745,21609,4.0
3745,21898,8.0
3745,21753,18.0
3745,21835,1.0
3745,21635,4.0
3745,21748,1.0
3746,21895,1.0
3746,21748,3.0
3746,21635,3.0
3746,21889,2.0
3746,21737,2.0
3746,21718,2.0
3746,21645,1.0
3746,21753,1.0
3746,21667,1.0
3747,21609,4.0
3747,21635,5.0
3747,21835,2.0
3748,21857,33.0
3748,21688,11.0
3748,21868,2.0
3748,21718,1.0
3748,21823,2.0
3748,21899,1.0
3748,21888,1.0
3748,21851,1.0
3748,21836,1.0
3748,21739,1.0
3748,21783,3.0
3748,21934,1.0
3748,21645,1.0
3748,21753,1.0
3748,21635,1.0
3748,21906,1.0
3749,21840,1.0
3749,21609,1.0
3749,21779,1.0
3750,21635,3.0
3750,21820,8.0
3750,21695,4.0
3750,21914,1.0
3750,21772,11.0
3750,21815,1.0
3750,21638,1.0
3750,21690,1.0
3750,21841,1.0
3750,21720,2.0
3750,21757,1.0
3751,21898,14.0
3751,21635,31.0
3751,21934,5.0
3751,21835,3.0
3751,21752,2.0
3751,21630,3.0
3751,21757,2.0
3751,21678,3.0
3751,21843,3.0
3751,21779,4.0
3751,21914,1.0
3751,21799,1.0
3751,21731,1.0
3751,21832,1.0
3751,21842,1.0
3751,21688,1.0
3751,21787,1.0
3751,21618,1.0
3751,21753,2.0
3751,21652,1.0
3751,21666,1.0
3751,21784,1.0
3751,21640,1.0
3751,21871,1.0
3752,21944,71.0
3752,21934,17.0
3752,21629,1.0
3752,21886,6.0
3752,21635,2.0
3752,21609,2.0
3752,21914,1.0
3752,21643,1.0
3752,21619,2.0
3752,21933,3.0
3752,21898,1.0
3752,21879,1.0
3752,21815,1.0
3752,21841,1.0
3752,21763,1.0
3753,21688,1.0
3753,21836,1.0
3753,21635,3.0
