user,poi,delta_times
4314,13407,1.0
4314,19804,1.0
4314,13855,1.0
4314,7968,2.0
4314,9346,1.0
4314,7940,2.0
4314,10301,1.0
4314,20242,2.0
4314,11149,1.0
4314,18628,1.0
4314,19224,1.0
4314,14158,3.0
4314,14300,2.0
4314,18750,1.0
4314,13932,1.0
4314,7835,1.0
4314,8179,1.0
4314,14541,1.0
4314,7336,1.0
4315,11952,1.0
4315,16097,1.0
4315,19593,1.0
4316,18251,1.0
4316,20378,1.0
4317,19992,6.0
4317,18812,1.0
4317,20312,1.0
4317,21232,6.0
4317,8460,13.0
4317,14044,1.0
4317,12092,1.0
4317,14579,1.0
4317,13243,1.0
4317,12227,1.0
4317,8517,1.0
4317,19478,1.0
4317,12712,2.0
4317,15118,1.0
4317,12502,1.0
4317,20060,1.0
4317,13301,2.0
4317,18118,1.0
4317,10926,1.0
4318,8854,2.0
4318,9238,23.0
4318,21268,1.0
4318,20457,1.0
4318,15624,2.0
4318,9085,1.0
4318,16747,1.0
4318,7546,2.0
4318,7909,1.0
4318,13542,3.0
4318,12445,3.0
4318,14814,1.0
4318,8341,9.0
4318,18513,1.0
4318,8839,1.0
4318,13502,1.0
4318,13342,2.0
4318,8988,1.0
4318,13310,1.0
4318,10394,1.0
4318,17332,1.0
4318,18821,1.0
4318,12655,1.0
4318,12150,2.0
4318,20234,3.0
4318,8710,1.0
4318,8820,1.0
4318,16375,2.0
4318,7135,1.0
4318,12239,1.0
4318,11352,1.0
4318,14459,2.0
4318,11519,1.0
4318,17721,2.0
4318,17330,1.0
4318,11072,1.0
4318,21119,1.0
4319,12004,1.0
4320,10581,8.0
4320,8703,5.0
4320,11567,3.0
4320,11969,4.0
4320,20696,4.0
4320,15891,69.0
4320,12920,76.0
4320,10067,1.0
4320,12363,13.0
4320,17692,3.0
4320,9490,2.0
4320,15246,1.0
4320,13632,1.0
4320,11532,2.0
4320,11839,3.0
4320,14592,4.0
4320,7154,2.0
4320,12254,1.0
4320,9060,1.0
4320,16823,12.0
4320,15592,1.0
4320,18522,2.0
4320,20951,1.0
4320,7544,1.0
4320,11409,1.0
4320,9188,1.0
4320,21062,1.0
4320,18721,1.0
4320,11765,1.0
4320,9641,1.0
4320,7303,2.0
4320,19049,1.0
4320,10981,1.0
4320,8422,2.0
4320,20753,1.0
4320,14283,1.0
4320,19967,1.0
4320,12667,1.0
4321,12682,1.0
4321,20724,1.0
4321,9971,1.0
4321,16548,1.0
4321,12204,2.0
4321,19652,3.0
4321,11250,1.0
4321,8219,1.0
4322,13884,2.0
4322,13020,2.0
4322,8911,1.0
4322,13577,3.0
4322,21016,1.0
4322,13725,1.0
4322,7053,1.0
4322,21461,1.0
4322,19473,1.0
4322,15698,1.0
4322,13483,1.0
4322,17313,1.0
4322,9475,1.0
4323,20199,1.0
4324,10946,1.0
4324,10981,1.0
4324,6993,33.0
4324,20271,1.0
4324,20805,2.0
4324,20980,4.0
4324,18162,1.0
4324,18803,1.0
4324,8486,1.0
4324,17761,1.0
4324,20620,1.0
4324,10608,1.0
4324,11587,1.0
4324,16336,1.0
4324,10581,1.0
4324,8703,1.0
4324,16674,1.0
4324,11795,1.0
4324,15935,1.0
4325,14873,1.0
4325,8724,1.0
4326,17607,1.0
4326,9885,1.0
4326,13658,1.0
4326,21214,2.0
4326,20800,1.0
4326,12098,4.0
4326,17072,2.0
4326,17201,1.0
4327,19154,2.0
4327,8219,1.0
4327,8287,1.0
4328,19722,5.0
4328,10937,1.0
4329,21474,1.0
4330,16958,1.0
4330,19837,1.0
4330,15278,1.0
4330,7646,1.0
4330,9303,1.0
4330,14627,1.0
4330,18331,1.0
4330,9024,1.0
4330,18968,1.0
4330,7249,1.0
4330,20244,1.0
4330,12655,1.0
4330,11659,3.0
4330,10966,1.0
4330,13144,1.0
4330,9146,1.0
4330,19674,1.0
4330,13712,1.0
4330,20724,3.0
4330,16544,1.0
4330,19553,1.0
4330,13520,2.0
4330,17222,1.0
4330,19048,1.0
4330,9012,1.0
4330,19235,1.0
4330,14094,1.0
4330,14730,1.0
4330,7671,1.0
4330,11206,1.0
4330,10231,1.0
4330,19172,1.0
4330,15880,1.0
4330,7418,1.0
4330,14280,1.0
4331,17198,2.0
4331,17670,2.0
4331,16411,1.0
4331,16241,1.0
4332,20273,1.0
4332,8799,1.0
4332,16412,1.0
4332,8467,1.0
4332,10581,1.0
4332,13007,1.0
4332,8661,2.0
4332,11884,1.0
4332,16582,1.0
4332,17853,1.0
4332,20747,1.0
4332,13308,1.0
4333,15274,1.0
4333,9909,2.0
4333,10621,1.0
4333,12747,2.0
4333,12590,1.0
4333,19553,1.0
4333,20774,2.0
4333,14814,1.0
4333,19397,1.0
4333,20234,1.0
4333,9856,2.0
4333,15250,2.0
4333,19452,1.0
4333,12626,1.0
4334,13450,1.0
4335,20020,1.0
4335,12387,1.0
4336,21311,1.0
4336,21505,1.0
4336,19480,1.0
4336,11930,1.0
4336,18606,1.0
4336,10545,1.0
4337,8348,2.0
4337,11253,2.0
4337,11671,1.0
4338,16069,1.0
4338,8846,1.0
4338,13342,1.0
4338,7455,1.0
4338,17827,1.0
4338,7436,1.0
4338,18606,1.0
4338,20724,1.0
4338,17351,1.0
4338,10714,1.0
4338,19232,1.0
4338,20120,2.0
4338,18258,3.0
4338,11566,1.0
4338,9400,1.0
4338,16004,1.0
4338,15661,1.0
4338,13092,1.0
4339,11969,6.0
4339,11662,1.0
4339,13442,1.0
4339,8329,1.0
4339,17073,1.0
4339,17692,1.0
4339,12595,4.0
4339,10543,2.0
4339,10581,1.0
4339,7457,1.0
4340,8145,1.0
4340,18941,1.0
4341,9240,1.0
4342,18532,2.0
4342,13230,1.0
4342,12911,1.0
4342,17721,1.0
4342,14199,10.0
4342,11499,1.0
4342,8820,1.0
4342,18814,1.0
4342,19554,1.0
4342,16416,1.0
4342,7724,1.0
4342,12656,1.0
4342,12863,2.0
4342,20440,1.0
4342,16747,2.0
4342,18222,1.0
4342,12018,1.0
4342,12384,1.0
4342,14508,1.0
4342,14405,1.0
4342,12655,1.0
4342,9318,1.0
4342,13847,1.0
4342,9678,1.0
4342,16294,1.0
4342,7473,3.0
4342,18777,1.0
4342,20976,1.0
4342,7400,1.0
4342,8189,2.0
4342,14978,1.0
4342,12061,1.0
4342,9171,1.0
4342,9221,1.0
4342,13777,1.0
4342,9238,1.0
4342,11689,9.0
4342,7989,1.0
4343,15926,4.0
4343,13880,2.0
4343,11475,1.0
4343,8674,2.0
4344,18148,1.0
4344,7333,1.0
4344,18126,1.0
4344,7331,2.0
4344,10816,2.0
4344,20729,1.0
4344,18637,1.0
4344,8236,1.0
4344,8720,1.0
4344,7660,1.0
4344,11507,1.0
4344,17021,1.0
4344,15982,2.0
4344,13993,1.0
4344,20802,1.0
4344,12641,1.0
4344,11374,1.0
4344,16315,1.0
4345,7765,6.0
4345,13012,1.0
4346,7896,1.0
4346,19942,2.0
4346,18996,1.0
4346,20857,6.0
4346,21184,3.0
4346,7266,3.0
4346,10049,2.0
4346,18771,2.0
4346,7323,3.0
4346,19075,1.0
4346,9238,3.0
4346,14532,2.0
4346,8189,2.0
4346,16404,6.0
4346,10466,2.0
4346,18744,2.0
4346,15912,3.0
4346,16189,1.0
4346,11741,1.0
4346,13634,1.0
4346,7458,2.0
4346,14068,1.0
4346,11953,2.0
4346,15926,1.0
4346,10746,1.0
4346,12385,1.0
4346,8444,1.0
4346,12653,1.0
4346,15250,1.0
4346,13535,2.0
4346,15667,1.0
4346,13342,1.0
4346,8172,1.0
4346,16747,1.0
4346,15360,1.0
4346,8108,1.0
4346,12044,1.0
4346,7560,1.0
4346,8820,2.0
4346,10613,1.0
4346,7640,1.0
4346,20286,2.0
4346,17680,1.0
4346,17973,1.0
4346,11508,2.0
4346,17975,1.0
4346,17281,1.0
4346,12691,1.0
4346,15059,2.0
4346,7836,1.0
4346,20234,2.0
4346,19069,2.0
4346,18532,1.0
4346,20279,1.0
4346,8365,1.0
4346,15478,1.0
4346,21466,1.0
4346,14374,1.0
4346,7249,1.0
4346,19112,1.0
4347,8088,2.0
4347,13944,1.0
4348,12588,1.0
4348,19723,8.0
4348,17068,3.0
4348,8219,2.0
4348,20044,1.0
4348,14377,1.0
4348,16904,4.0
4348,14124,2.0
4348,13612,1.0
4348,20694,1.0
4348,14532,1.0
4348,11773,1.0
4348,8719,1.0
4348,16654,1.0
4348,18795,1.0
4348,9276,1.0
4348,11458,1.0
4348,8329,1.0
4348,9168,4.0
4348,15259,1.0
4348,7472,1.0
4348,10581,1.0
4349,7729,4.0
4349,9821,21.0
4349,13547,5.0
4349,12970,12.0
4349,13404,3.0
4349,14777,1.0
4349,19911,1.0
4349,19747,1.0
4349,18636,12.0
4349,17057,1.0
4349,11971,1.0
4349,15691,1.0
4349,19927,1.0
4349,7625,5.0
4349,11603,2.0
4349,7689,1.0
4349,11792,2.0
4349,12386,1.0
4349,8848,2.0
4349,10044,6.0
4349,13742,6.0
4349,17622,3.0
4349,15439,2.0
4349,16451,1.0
4349,17676,1.0
4349,11018,4.0
4349,20357,2.0
4349,15139,2.0
4349,10164,2.0
4349,12572,1.0
4349,10199,1.0
4349,8369,3.0
4349,20702,1.0
4349,7254,2.0
4349,17088,2.0
4349,12361,1.0
4349,21550,1.0
4349,16940,1.0
4349,17894,1.0
4349,9363,1.0
4349,7992,1.0
4349,7470,1.0
4349,12833,2.0
4349,17313,1.0
4349,13371,1.0
4349,17965,1.0
4349,10431,1.0
4349,11743,1.0
4349,10742,1.0
4349,9997,2.0
4349,10154,1.0
4349,18226,1.0
4349,16112,1.0
4350,19537,32.0
4350,10265,8.0
4350,9294,17.0
4350,15253,3.0
4350,17843,4.0
4350,18458,10.0
4350,8641,15.0
4350,13278,21.0
4350,10650,8.0
4350,7091,3.0
4350,15781,7.0
4350,9648,2.0
4350,7140,1.0
4350,20645,1.0
4350,7476,1.0
4350,16728,2.0
4350,9661,15.0
4350,11296,1.0
4350,9209,2.0
4350,16163,1.0
4350,20624,2.0
4350,12795,3.0
4350,7651,1.0
4350,8478,3.0
4350,18587,4.0
4350,12772,1.0
4350,16259,1.0
4350,9112,2.0
4350,13090,2.0
4350,7741,7.0
4350,7440,1.0
4350,8603,1.0
4350,18565,1.0
4350,16908,3.0
4350,13473,10.0
4350,8947,1.0
4350,17989,1.0
4350,16638,1.0
4350,15825,1.0
4350,8938,1.0
4350,8474,1.0
4350,14863,1.0
4350,18578,2.0
4350,7273,1.0
4350,10617,1.0
4350,11607,1.0
4350,16390,1.0
4350,21249,1.0
4351,14863,1.0
4351,8190,2.0
4351,20724,2.0
4351,13528,1.0
4351,10805,1.0
4351,12396,5.0
4351,11336,2.0
4351,17613,1.0
4351,20343,1.0
4351,8489,1.0
4351,9513,1.0
4351,19537,2.0
4351,9248,1.0
4352,7774,22.0
4352,19970,35.0
4352,16479,6.0
4352,12770,16.0
4352,15462,70.0
4352,18148,42.0
4352,18255,7.0
4352,17979,5.0
4352,7968,5.0
4352,17788,2.0
4352,13240,2.0
4352,8917,18.0
4352,10464,7.0
4352,8517,2.0
4352,14124,1.0
4352,12712,1.0
4352,19804,2.0
4352,15118,1.0
4352,19063,2.0
4353,21467,1.0
4353,10364,1.0
4353,19801,1.0
4353,9170,1.0
4353,11372,2.0
4353,9987,3.0
4353,16468,2.0
4353,17267,1.0
4353,9073,1.0
4353,19771,1.0
4353,12848,1.0
4353,11052,1.0
4353,13949,3.0
4353,12818,1.0
4353,17008,1.0
4353,19427,1.0
4353,9796,1.0
4354,20270,5.0
4354,14180,1.0
4354,13228,1.0
4354,18230,2.0
4354,8554,1.0
4354,18756,2.0
4354,15885,1.0
4354,10055,1.0
4354,20345,1.0
4354,12255,1.0
4354,8244,1.0
4355,10163,24.0
4355,11403,8.0
4355,8854,1.0
4355,14814,2.0
4355,10219,1.0
4355,11475,1.0
4355,9238,5.0
4355,18659,1.0
4355,15104,2.0
4355,19848,2.0
4355,15686,1.0
4355,15912,1.0
4355,13441,1.0
4355,16803,1.0
4355,20560,1.0
4355,11072,3.0
4355,13043,1.0
4355,10613,1.0
4355,14836,1.0
4355,12385,1.0
4355,17842,1.0
4355,12863,1.0
4355,19111,1.0
4355,13342,1.0
4355,10951,1.0
4355,18744,1.0
4355,20022,1.0
4355,10076,1.0
4355,7436,1.0
4356,10715,1.0
4356,8950,1.0
4356,17363,13.0
4356,7179,1.0
4356,10694,1.0
4356,10468,1.0
4356,7429,2.0
4356,10940,1.0
4356,11606,2.0
4356,16325,1.0
4356,20357,1.0
4356,9997,1.0
4356,16754,1.0
4356,19913,1.0
4356,17279,1.0
4356,14879,1.0
4356,16178,2.0
4356,11106,1.0
4356,19120,1.0
4356,15067,1.0
4356,10384,1.0
4357,20469,1.0
4357,11861,1.0
4357,10140,9.0
4357,16036,1.0
4357,14402,2.0
4357,17260,1.0
4357,13010,1.0
4358,10746,1.0
4358,14124,1.0
4359,14754,1.0
4359,18738,13.0
4359,15596,3.0
4359,12092,1.0
4359,7968,1.0
4359,7940,11.0
4359,12988,1.0
4359,13999,1.0
4359,18637,1.0
4359,10677,4.0
4359,8383,1.0
4360,14657,1.0
4360,13295,2.0
4360,8793,1.0
4360,15142,1.0
4360,21098,1.0
4360,20869,1.0
4360,19659,6.0
4360,11190,1.0
4360,20434,1.0
4360,16122,1.0
4360,10111,1.0
4360,10958,3.0
4360,10383,1.0
4360,17768,1.0
4360,15710,1.0
4360,18373,1.0
4361,10962,4.0
4361,19495,45.0
4361,17744,1.0
4361,17168,5.0
4361,7653,1.0
4361,16042,4.0
4361,19015,3.0
4361,18497,1.0
4361,7933,2.0
4361,10255,1.0
4361,8063,1.0
4361,13689,1.0
4361,17995,1.0
4361,18975,1.0
4361,11604,1.0
4361,21057,1.0
4361,7767,1.0
4361,15775,2.0
4361,20468,1.0
4362,16351,2.0
4362,13970,1.0
4363,13118,1.0
4363,13491,1.0
4363,17471,1.0
4363,20447,1.0
4363,21139,2.0
4363,15713,2.0
4363,10041,3.0
4363,21022,1.0
4363,18450,1.0
4363,16956,1.0
4363,13284,1.0
4363,20959,1.0
4363,14542,1.0
4363,15768,2.0
4363,8418,1.0
4363,8876,1.0
4363,14565,1.0
4364,13897,1.0
4364,12655,1.0
4364,14495,1.0
4365,19471,6.0
4365,9571,1.0
4365,7556,1.0
4365,17731,1.0
4365,7019,3.0
4365,11791,1.0
4365,21503,1.0
4365,15639,2.0
4365,15170,1.0
4365,8643,2.0
4365,7957,1.0
4365,20198,1.0
4365,14931,1.0
4365,20667,1.0
4365,8743,1.0
4365,8367,1.0
4365,13206,1.0
4365,20958,1.0
4365,14919,1.0
4365,7278,1.0
4365,11861,1.0
4366,15412,2.0
4367,8190,3.0
4367,13148,1.0
4367,18094,1.0
4367,7343,1.0
4367,12962,1.0
4367,12565,1.0
4367,20451,1.0
4367,18606,2.0
4367,9551,1.0
4367,14148,7.0
4367,16321,1.0
4367,17096,1.0
4367,10015,1.0
4367,18029,1.0
4368,8329,1.0
4368,10581,1.0
4368,8781,1.0
4368,14317,1.0
4368,15374,1.0
4368,12954,1.0
4368,19667,1.0
4368,21245,2.0
4369,12216,2.0
4369,17821,2.0
4369,8587,1.0
4369,15060,1.0
4369,12475,1.0
4369,18251,33.0
4369,20378,1.0
4369,14621,5.0
4369,13093,1.0
4369,13242,1.0
4369,7626,1.0
4369,9240,1.0
4369,19154,1.0
4369,9471,1.0
4370,7369,2.0
4370,14437,2.0
4370,15410,2.0
4370,10347,3.0
4370,7919,2.0
4370,8136,1.0
4370,17414,1.0
4370,9236,1.0
4370,21046,1.0
4370,18891,1.0
4370,17095,1.0
4371,13433,1.0
4371,8837,1.0
4371,14309,1.0
4371,19458,1.0
4371,20724,1.0
4371,8219,1.0
4371,9072,1.0
4371,19487,2.0
4371,20455,1.0
4371,17138,1.0
4371,13648,1.0
4371,9049,2.0
4371,11314,1.0
4371,11620,1.0
4371,7169,1.0
4371,17392,1.0
4371,7297,1.0
4372,20341,1.0
4372,17497,1.0
4372,10914,1.0
4372,15630,1.0
4372,17313,1.0
4372,11080,1.0
4372,9997,3.0
4372,9380,2.0
4372,7053,2.0
4372,19862,1.0
4372,8274,3.0
4372,16794,1.0
4372,7968,2.0
4372,12967,3.0
4372,21458,1.0
4372,12988,1.0
4372,20845,10.0
4372,21571,1.0
4372,11266,1.0
4372,20357,1.0
4372,14214,1.0
4372,18872,1.0
4372,11734,1.0
4372,10381,1.0
4373,10136,2.0
4373,7482,1.0
4373,18663,1.0
4373,13474,1.0
4373,13933,1.0
4373,12365,2.0
4373,16824,1.0
4373,21386,1.0
4373,15131,2.0
4373,7670,1.0
4373,19606,1.0
4373,20437,1.0
4373,10222,1.0
4373,9050,1.0
4373,18339,1.0
4373,16727,1.0
4373,21181,1.0
4373,14124,1.0
4373,16276,1.0
4373,10686,1.0
4373,9456,1.0
4373,18273,1.0
4374,12840,1.0
4375,8344,2.0
4375,8609,1.0
4376,10344,1.0
4376,21029,4.0
4376,13616,1.0
4376,19669,1.0
4376,18351,1.0
4376,14019,1.0
4377,17317,1.0
4377,15510,1.0
4377,7850,1.0
4377,8193,1.0
4377,15639,1.0
4377,9874,1.0
4377,20347,1.0
4377,14671,1.0
4377,16722,1.0
4377,15033,1.0
4377,21402,1.0
4377,10451,1.0
4377,17975,1.0
4377,12766,1.0
4377,8818,1.0
4378,8517,1.0
4378,20926,1.0
4379,21309,1.0
4379,19107,5.0
4379,7982,2.0
4379,19164,7.0
4379,15229,1.0
4379,9006,3.0
4379,12174,1.0
4379,20436,1.0
4379,16118,1.0
4380,21025,1.0
4380,8746,42.0
4380,14115,1.0
4380,18396,1.0
4380,20601,2.0
4380,19858,1.0
4380,20378,9.0
4380,18251,3.0
4380,9630,1.0
4380,14828,1.0
4380,18804,1.0
4380,8785,1.0
4380,21489,1.0
4380,14489,1.0
4380,13604,1.0
4380,17821,1.0
4380,15060,3.0
4380,12762,1.0
4380,9471,1.0
4380,11738,1.0
4380,19235,1.0
4380,20912,1.0
4380,15961,1.0
4381,14244,1.0
4381,15038,1.0
4381,8295,1.0
4381,21335,1.0
4381,7041,1.0
4381,11275,1.0
4381,14223,1.0
4381,20661,3.0
4381,20305,1.0
4381,8980,1.0
4381,14219,1.0
4381,20021,1.0
4381,17999,1.0
4381,21395,1.0
4381,17135,1.0
4381,16507,1.0
4382,14124,1.0
4382,11470,1.0
4382,19940,1.0
4382,16224,1.0
4382,18694,1.0
4382,17980,1.0
4383,8079,1.0
4383,11606,2.0
4383,14259,1.0
4383,16451,18.0
4383,12054,15.0
4383,11859,1.0
4383,9902,12.0
4383,10797,17.0
4383,9462,1.0
4383,18325,1.0
4383,18637,1.0
4383,7470,1.0
4383,16780,11.0
4383,20915,2.0
4383,17148,1.0
4383,18260,1.0
4383,7089,1.0
4383,12434,1.0
4383,12065,13.0
4383,19744,4.0
4383,7945,1.0
4383,21555,1.0
4383,19420,1.0
4383,13952,3.0
4383,17778,2.0
4383,11793,9.0
4383,15968,10.0
4383,7494,14.0
4383,18163,6.0
4383,8655,2.0
4383,17191,1.0
4383,14117,1.0
4383,13159,1.0
4383,9249,1.0
4383,10552,1.0
4383,19322,1.0
4383,19540,1.0
4383,12779,3.0
4383,13483,4.0
4383,17356,1.0
4383,7910,5.0
4383,21546,1.0
4383,9997,3.0
4383,18854,1.0
4383,9380,1.0
4383,19977,1.0
4383,13616,1.0
4383,12415,1.0
4383,15948,1.0
4383,10468,1.0
4383,13449,1.0
4383,8586,1.0
4383,9005,2.0
4383,7968,1.0
4383,19883,2.0
4383,15666,1.0
4383,12797,2.0
4383,15415,1.0
4383,10173,1.0
4383,7179,1.0
4383,7243,1.0
4384,7203,1.0
4384,19744,1.0
4384,15664,1.0
4384,14784,1.0
4384,21408,1.0
4384,13028,1.0
4384,10907,1.0
4384,10457,1.0
4384,14124,1.0
4384,10214,1.0
4384,17652,1.0
4384,8560,1.0
4384,17647,1.0
4385,13805,39.0
4385,13555,2.0
4385,7759,1.0
4385,20626,1.0
4385,16025,1.0
4385,9542,19.0
4385,7099,1.0
4385,13834,1.0
4385,20518,1.0
4385,17636,1.0
4385,11784,1.0
4385,15507,2.0
4385,11912,4.0
4385,18942,1.0
4385,20971,2.0
4385,19487,5.0
4385,10202,1.0
4385,7262,1.0
4385,9398,1.0
4385,9971,3.0
4385,14231,1.0
4385,10453,1.0
4385,11141,1.0
4385,14528,1.0
4385,13116,2.0
4385,15815,1.0
4385,17853,1.0
4385,13797,1.0
4385,8219,1.0
4385,9312,1.0
4385,9492,1.0
4385,19652,1.0
4385,10941,1.0
4385,7770,1.0
4385,11713,1.0
4385,14416,1.0
4385,13475,1.0
4385,12266,1.0
4386,17159,9.0
4386,12862,3.0
4386,20724,9.0
4386,17500,1.0
4386,17368,1.0
4386,18075,1.0
4386,15420,1.0
4386,20016,1.0
4386,17348,1.0
4386,10350,2.0
4386,9606,1.0
4386,17741,1.0
4386,14217,1.0
4386,19387,1.0
4386,9674,2.0
4386,16598,1.0
4387,8587,2.0
4387,9779,1.0
4388,11085,2.0
4388,12183,1.0
4389,15368,1.0
4390,11541,1.0
4390,18504,18.0
4390,9986,2.0
4390,15509,1.0
4390,18759,1.0
4390,20288,7.0
4390,19189,1.0
4390,7883,1.0
4390,12745,1.0
4390,9612,5.0
4390,14493,1.0
4390,12727,1.0
4390,19491,1.0
4390,10674,1.0
4390,10850,1.0
4390,16639,1.0
4390,20823,1.0
4391,17206,1.0
4391,10904,1.0
4391,21265,2.0
4392,16665,1.0
4392,7623,1.0
4392,12615,1.0
4392,18917,2.0
4392,16400,1.0
4393,12005,1.0
4393,9391,1.0
4393,10643,1.0
4393,10977,2.0
4393,7346,26.0
4393,13728,2.0
4393,9677,1.0
4393,16336,1.0
4393,10285,1.0
4393,14827,1.0
4393,8372,1.0
4393,10581,3.0
4393,16823,2.0
4393,20980,2.0
4393,7858,1.0
4393,9504,2.0
4393,8773,1.0
4393,8447,2.0
4393,21062,3.0
4393,16627,1.0
4393,21401,1.0
4393,19095,1.0
4393,16987,1.0
4393,18168,1.0
4393,19238,1.0
4393,15674,1.0
4393,10171,1.0
4393,11795,1.0
4393,14162,1.0
4393,17971,1.0
4393,20298,1.0
4393,14719,1.0
4393,8781,1.0
4394,15004,2.0
4394,12943,1.0
4394,11205,1.0
4394,12544,5.0
4394,21496,1.0
4394,15625,1.0
4394,17683,1.0
4394,7472,1.0
4394,19746,1.0
4394,10629,1.0
4394,16393,1.0
4394,11185,1.0
4394,8730,1.0
4394,13274,1.0
4394,14801,2.0
4394,17282,1.0
4394,12593,1.0
4394,10762,1.0
4394,14273,1.0
4394,14224,1.0
4394,7923,1.0
4394,18108,1.0
4395,13289,1.0
4395,21071,2.0
4395,12252,1.0
4395,9151,2.0
4395,9766,1.0
4395,10914,5.0
4395,17589,1.0
4395,16785,1.0
4395,20941,1.0
4395,19727,1.0
4395,20584,1.0
4395,14445,1.0
4395,10816,1.0
4395,11035,1.0
4395,12507,1.0
4395,9612,1.0
4395,7931,1.0
4395,7614,1.0
4395,17552,10.0
4395,15987,1.0
4395,19152,1.0
4395,18290,1.0
4395,16222,1.0
4395,17560,1.0
4395,8782,1.0
4395,8226,1.0
4395,16451,1.0
4395,18479,1.0
4395,18563,1.0
4395,12064,1.0
4395,12563,1.0
4395,19992,1.0
4395,8517,2.0
4395,17799,1.0
4395,19885,1.0
4395,9800,1.0
4395,18110,3.0
4396,17278,1.0
4396,19224,1.0
4397,9411,5.0
4397,8806,9.0
4397,11861,2.0
4397,11627,6.0
4397,9315,1.0
4398,20302,2.0
4398,20434,4.0
4398,20208,4.0
4398,20466,1.0
4398,10369,3.0
4398,17567,1.0
4398,16123,1.0
4398,15887,1.0
4398,20760,2.0
4398,15378,2.0
4398,19944,2.0
4398,13003,1.0
4398,15234,1.0
4398,13599,7.0
4398,14203,1.0
4398,13734,1.0
4398,14460,1.0
4398,13585,1.0
4398,11246,1.0
4398,17446,1.0
4398,13968,1.0
4398,18514,2.0
4398,18100,2.0
4398,11657,2.0
4398,19646,1.0
4398,14764,1.0
4398,18431,1.0
4398,13287,2.0
4398,9922,1.0
4398,11855,1.0
4398,9534,1.0
4398,7893,3.0
4398,17628,1.0
4398,14888,1.0
4398,17522,1.0
4398,21556,1.0
4398,18382,1.0
4398,7290,1.0
4398,21288,1.0
4398,12513,1.0
4398,14980,1.0
4398,17966,1.0
4399,11880,1.0
4399,14195,2.0
4399,15837,1.0
4399,20902,2.0
4399,20792,1.0
4399,21130,1.0
4399,16067,1.0
4399,14728,1.0
4399,15663,1.0
4399,16522,1.0
4399,10402,2.0
4400,14958,1.0
4401,17109,1.0
4401,8848,1.0
4401,14483,1.0
4401,19011,1.0
4401,21546,1.0
4401,19963,1.0
4401,10774,1.0
4402,7876,3.0
4402,10879,1.0
4402,19339,1.0
4402,17402,1.0
4402,14525,2.0
4402,15903,2.0
4402,17308,1.0
4402,18548,1.0
4402,15015,1.0
4402,7031,1.0
4402,15056,2.0
4402,7040,1.0
4402,19060,1.0
4402,20693,1.0
4402,12548,1.0
4403,18835,1.0
4404,10791,1.0
4404,21410,10.0
4404,21382,1.0
4404,9997,3.0
4404,7261,1.0
4404,7910,3.0
4404,18163,4.0
4404,17279,1.0
4404,7494,6.0
4404,10552,1.0
4404,21302,1.0
4404,19540,1.0
4405,12183,2.0
4405,16609,1.0
4405,18155,3.0
4405,18909,1.0
4405,11056,1.0
4405,11085,3.0
4405,14520,2.0
4405,7762,1.0
4405,19833,1.0
4405,12880,1.0
4405,21303,12.0
4405,21405,2.0
4405,21568,1.0
4405,21265,1.0
4405,11382,2.0
4405,8876,1.0
4405,9286,1.0
4405,8517,1.0
4406,12998,1.0
4407,20066,13.0
4407,7131,1.0
4407,17139,11.0
4407,13827,3.0
4407,15433,1.0
4407,17744,2.0
4407,17010,1.0
4407,7190,2.0
4407,9240,1.0
4407,16733,1.0
4408,21378,1.0
4408,12171,1.0
4408,16318,5.0
4408,16203,1.0
4408,10195,1.0
4408,14641,1.0
4408,11736,5.0
4408,7606,2.0
4408,20065,1.0
4408,7873,2.0
4408,14354,2.0
4408,14834,4.0
4408,14996,2.0
4408,10956,1.0
4408,11495,2.0
4408,11099,1.0
4408,16619,2.0
4408,21458,5.0
4408,9495,1.0
4408,19360,1.0
4408,17422,1.0
4408,20357,1.0
4408,16098,1.0
4408,13514,1.0
4408,10406,1.0
4408,18872,1.0
4408,11433,1.0
4408,20297,1.0
4408,13172,1.0
4408,16195,1.0
4408,17849,1.0
4408,9815,1.0
4408,15132,1.0
4408,8030,1.0
4408,9997,1.0
4408,14782,1.0
4408,15497,1.0
4408,15208,1.0
4408,10745,1.0
4408,17513,1.0
4408,7268,1.0
4409,19218,1.0
4409,11840,1.0
4410,17322,10.0
4410,20607,1.0
4410,8517,4.0
4410,10625,1.0
4410,16108,2.0
4410,17513,1.0
4410,7883,1.0
4410,14081,1.0
4410,15439,2.0
4411,11275,1.0
4411,12054,1.0
4411,15047,1.0
4411,11859,1.0
4412,11016,1.0
4412,13703,2.0
4412,14832,1.0
4412,12563,3.0
4412,18817,1.0
4412,17510,3.0
4412,10914,1.0
4412,21458,1.0
4412,8548,2.0
4412,20338,1.0
4412,8517,3.0
4412,7968,5.0
4412,7803,1.0
4412,11687,1.0
4412,9902,1.0
4412,15363,1.0
4412,17945,1.0
4412,7578,2.0
4412,7031,1.0
4412,16203,3.0
4412,17447,1.0
4412,8579,2.0
4412,15598,1.0
4412,20188,1.0
4412,9587,1.0
4412,7461,2.0
4412,18637,1.0
4412,14510,1.0
4412,14453,2.0
4412,13467,2.0
4412,18707,1.0
4412,15380,1.0
4412,18872,1.0
4412,16585,1.0
4412,15078,1.0
4412,10997,6.0
4412,20009,2.0
4412,19224,2.0
