source_poi,target_poi,delta_times
8848,17313,4.0
15286,8190,1.0
8190,21377,1.0
16725,11218,1.0
18442,15315,1.0
14659,18852,1.0
18852,12988,1.0
12912,14829,1.0
14829,15543,1.0
15543,12258,1.0
20160,14027,1.0
16229,12988,1.0
12988,7146,1.0
11310,17152,1.0
11541,19179,1.0
19179,13999,1.0
18479,16420,1.0
16420,18154,1.0
16511,8134,1.0
18479,7268,1.0
7268,16854,1.0
19166,14453,1.0
13467,18788,2.0
18788,20009,2.0
20009,9425,1.0
9766,20115,1.0
18479,17527,1.0
18788,18148,1.0
15474,15315,1.0
7883,13098,2.0
16725,8629,1.0
12988,20009,1.0
17862,16420,1.0
13471,10101,1.0
10101,15543,1.0
19984,14257,1.0
16904,20805,1.0
6993,20805,1.0
7112,20464,3.0
20464,20805,1.0
11411,20464,1.0
7112,15891,1.0
20464,15442,1.0
9105,20724,1.0
7285,11055,1.0
11055,7404,1.0
7404,12965,1.0
8727,15166,1.0
18407,20560,1.0
20560,19715,1.0
12789,9238,1.0
9238,11429,1.0
7112,18487,1.0
11694,7659,1.0
11694,13911,1.0
17876,14591,1.0
9081,7473,1.0
19797,19842,1.0
18616,20126,1.0
18616,11347,1.0
16281,20322,1.0
12738,14846,1.0
12655,9911,1.0
9712,15912,2.0
16178,16631,1.0
10426,9544,1.0
10426,16871,1.0
12123,11080,1.0
9544,15957,1.0
14720,20498,2.0
8517,7422,1.0
20714,19308,1.0
14886,10698,1.0
10572,11018,1.0
18788,10745,3.0
7973,12123,1.0
13913,8732,1.0
17142,20822,1.0
20724,17307,1.0
17307,11074,1.0
9038,15903,1.0
10016,13325,1.0
13325,13750,1.0
14739,15903,1.0
15903,21256,1.0
13325,15506,1.0
20428,16511,1.0
18377,20453,2.0
19235,12216,2.0
10533,12238,2.0
14021,21365,1.0
20233,21365,1.0
20626,21365,1.0
20626,18310,1.0
8141,21365,1.0
10608,12588,1.0
12588,13268,1.0
13268,18803,1.0
18803,17013,1.0
15639,14465,1.0
14465,7019,1.0
11726,11117,1.0
11117,14919,1.0
14919,8694,1.0
17345,18147,1.0
18147,19877,1.0
19877,17260,1.0
9837,15639,1.0
11452,11791,2.0
15816,17722,1.0
17722,9289,1.0
9289,9577,1.0
7019,15377,1.0
21130,19647,1.0
9860,11452,1.0
11452,15659,1.0
8694,14919,2.0
14919,10766,1.0
15639,13655,1.0
11791,9555,2.0
9456,11117,1.0
11791,16581,1.0
9298,14857,7.0
9298,11514,2.0
11514,14857,1.0
8517,9305,4.0
9305,14857,1.0
8517,16178,3.0
8517,15067,1.0
14857,16178,1.0
16178,8517,3.0
7968,15303,1.0
9126,14857,1.0
10407,14701,1.0
9913,8274,1.0
14257,13829,1.0
11259,16793,2.0
16793,17345,1.0
16305,7705,1.0
7705,19877,1.0
19877,21416,1.0
21416,8967,1.0
8967,11747,1.0
11747,15550,1.0
15550,14919,1.0
8967,15701,4.0
8967,11259,1.0
7939,17935,1.0
17935,8755,1.0
12172,21234,1.0
8967,12172,1.0
8545,11889,1.0
11889,7936,1.0
7936,17101,2.0
17101,8967,1.0
13277,21402,1.0
11747,9810,1.0
20870,20244,1.0
17101,16292,1.0
16292,9571,1.0
9325,19078,1.0
15857,18437,1.0
13023,18986,1.0
13023,18149,1.0
17494,21268,1.0
21268,10451,1.0
14131,18616,2.0
14131,14613,1.0
14613,7249,1.0
20280,14064,1.0
21175,19238,1.0
14064,20114,1.0
10581,14827,1.0
14827,20114,1.0
14827,9060,1.0
14814,8830,1.0
17725,9706,1.0
13340,15025,1.0
14324,9706,2.0
12341,11757,1.0
12928,20244,1.0
7404,19940,1.0
16375,16483,1.0
20871,16375,2.0
16375,14730,1.0
15176,19419,1.0
19419,8966,1.0
17441,20359,1.0
20578,21175,1.0
10804,13797,1.0
9476,14336,1.0
15044,17441,1.0
20464,10398,1.0
20980,11201,1.0
8322,13430,1.0
13430,17899,1.0
15658,20236,1.0
8121,17908,1.0
17908,7337,1.0
8247,19259,1.0
19259,9476,1.0
15128,18546,1.0
11578,10398,1.0
13681,8990,1.0
14008,11617,1.0
17268,16691,1.0
16691,10616,1.0
10616,13681,1.0
10404,13430,1.0
7494,7012,1.0
7012,8629,1.0
7012,20375,1.0
11681,19234,2.0
9209,8190,1.0
12587,17267,1.0
13325,15908,1.0
15942,16739,1.0
20009,19847,1.0
8187,9046,1.0
7049,14316,1.0
18875,17946,1.0
18173,7049,1.0
7049,7963,1.0
11048,13298,1.0
9094,7426,1.0
9556,10332,1.0
14385,9395,1.0
13473,18472,1.0
18472,14385,1.0
18472,9656,1.0
17274,17860,1.0
11913,18118,1.0
17178,17274,1.0
17274,18189,1.0
8043,14300,1.0
8271,17274,1.0
17274,19662,1.0
16081,20661,1.0
20186,12046,1.0
16178,20661,1.0
19924,14944,1.0
14944,9196,1.0
9196,15145,1.0
15145,16344,1.0
16344,14379,1.0
15037,9423,1.0
15381,19881,1.0
15936,17361,1.0
15936,12184,1.0
10760,15157,2.0
8837,20497,2.0
8837,10760,1.0
12643,10760,1.0
12643,20497,2.0
11620,10760,1.0
19805,8837,1.0
10760,19458,1.0
9997,13767,1.0
14776,9181,2.0
10218,14923,1.0
17637,11582,1.0
16451,10131,1.0
14776,13767,1.0
8517,17733,1.0
15839,8655,1.0
8655,13097,1.0
7729,10853,1.0
12205,12811,1.0
15302,7437,1.0
16947,7194,1.0
11117,15816,1.0
11419,8557,1.0
8149,21459,1.0
19221,8149,1.0
17002,13553,1.0
13432,20253,1.0
7189,11662,1.0
11662,17073,1.0
17073,12056,1.0
9476,19697,1.0
16212,10581,1.0
10581,16212,1.0
10581,20825,1.0
18943,8833,1.0
20313,18759,1.0
20313,17984,1.0
17984,12859,1.0
9293,20475,1.0
18414,12093,1.0
17544,16812,1.0
15287,20801,1.0
15287,18207,1.0
15630,14407,1.0
14407,17318,1.0
19242,20555,1.0
19242,20486,1.0
10381,19242,1.0
12932,9873,1.0
8886,16646,1.0
16646,19242,2.0
16646,15149,1.0
16238,15149,1.0
18961,16646,1.0
12932,16646,1.0
19242,15954,1.0
18207,19242,2.0
7652,18207,1.0
7968,19242,1.0
18148,18207,1.0
7652,17535,1.0
7358,7199,1.0
7199,18207,1.0
20486,18207,2.0
17782,20486,1.0
18207,16238,1.0
18207,15492,1.0
15492,18456,1.0
9293,16178,1.0
16178,7840,1.0
7840,15287,1.0
20433,18999,1.0
13602,10044,1.0
10044,17131,2.0
17131,9997,1.0
9997,9380,3.0
7053,9997,1.0
9997,20357,1.0
12065,13483,1.0
7664,19748,1.0
13325,20364,1.0
15903,9038,1.0
18802,11194,1.0
19158,9720,1.0
19831,20732,1.0
20732,20022,1.0
17652,15772,1.0
9720,14732,1.0
14124,11787,1.0
14361,12209,1.0
20019,11742,1.0
11218,20019,1.0
10871,15474,1.0
8012,17539,1.0
7033,11308,1.0
11098,16178,1.0
18558,12766,1.0
16255,14891,1.0
16840,10071,1.0
10071,12734,1.0
9231,12252,1.0
12252,14510,1.0
14510,14895,1.0
11507,7871,1.0
7842,17983,1.0
12563,16503,2.0
16178,8600,1.0
12252,20287,1.0
20287,21008,1.0
21008,18126,1.0
16203,11507,3.0
11507,21235,1.0
21235,16182,1.0
15806,12252,1.0
12252,10670,2.0
10670,16188,1.0
8786,11572,1.0
11572,17465,1.0
12252,8320,1.0
14158,7968,2.0
9231,19781,1.0
8134,17256,1.0
7968,10670,1.0
20816,20428,1.0
9231,14409,1.0
9231,7968,1.0
16655,14409,1.0
10015,20055,1.0
15242,9209,1.0
11705,20624,1.0
9740,16747,1.0
18612,8719,1.0
16420,21054,1.0
17550,13012,1.0
20623,14944,1.0
10664,17256,2.0
7959,19360,1.0
19360,16800,1.0
20904,7092,1.0
20648,18944,1.0
8517,9126,1.0
11791,7577,1.0
19783,16000,2.0
16000,11677,1.0
11683,20167,1.0
17222,11683,1.0
16178,12988,1.0
12988,8517,1.0
19234,18943,1.0
18943,11080,1.0
10914,11088,1.0
11088,10220,1.0
17191,9997,1.0
20573,7968,7.0
20410,10939,1.0
11660,8367,1.0
13847,13590,2.0
17454,12605,1.0
19221,21459,1.0
16563,8416,1.0
14160,14399,1.0
13425,18145,1.0
13425,15102,1.0
13425,19655,1.0
15176,19452,1.0
19452,15176,1.0
15176,16375,5.0
16375,19419,1.0
19419,18145,1.0
16375,8801,1.0
15176,11163,7.0
19170,11163,1.0
11163,13425,3.0
15250,8801,1.0
8801,8323,1.0
8323,15203,1.0
15250,14759,1.0
14759,16375,1.0
21470,15102,6.0
19452,18145,1.0
7550,9238,1.0
13931,7400,1.0
7400,15176,1.0
15176,7400,1.0
18568,18809,1.0
18809,7613,2.0
7613,7550,1.0
11072,15176,1.0
15176,9000,1.0
21470,15176,1.0
12863,7550,1.0
19554,9238,3.0
16375,10622,1.0
13425,14275,1.0
8999,12928,1.0
18704,10245,1.0
18835,19349,1.0
17701,9388,1.0
9388,11814,1.0
8416,15750,1.0
21459,8416,3.0
10418,10235,3.0
10235,10798,1.0
9240,7130,1.0
19982,7479,1.0
10418,14353,1.0
12199,8275,3.0
12199,10914,1.0
11975,7271,1.0
16988,7151,1.0
20909,16089,1.0
16988,11239,1.0
16560,18937,1.0
20166,10083,1.0
14869,20130,1.0
14869,20044,1.0
20044,15651,1.0
15651,16544,1.0
12475,15060,1.0
12309,12434,1.0
12434,16647,1.0
14235,12309,1.0
12065,17091,2.0
7111,12065,1.0
12065,12434,1.0
10742,13371,1.0
12065,14099,1.0
11606,8079,1.0
8079,19119,1.0
12065,16087,1.0
16087,16781,1.0
12065,16804,1.0
16804,12065,1.0
18118,9845,1.0
9845,14257,1.0
14257,10333,1.0
10333,17451,1.0
10388,10333,1.0
12065,9845,1.0
12065,10388,3.0
16146,8090,1.0
10388,8465,3.0
21515,11507,1.0
11507,8720,1.0
18483,10388,1.0
10388,18483,1.0
18483,9845,1.0
12065,8465,1.0
7607,20393,1.0
8465,8720,1.0
9845,8236,1.0
8236,18483,2.0
7086,18560,1.0
14488,10625,1.0
21133,19460,1.0
12827,9373,1.0
12394,9373,1.0
18383,7810,1.0
11205,18128,1.0
20044,9072,1.0
16103,7674,1.0
14215,7048,1.0
16963,7361,1.0
7038,13854,1.0
14301,17703,1.0
17408,12477,1.0
7617,17607,1.0
12477,16043,1.0
10732,14708,1.0
18317,12670,1.0
8548,7578,1.0
16203,15323,1.0
11507,12563,1.0
16203,8331,1.0
10699,16458,1.0
16458,14601,1.0
18479,18961,1.0
18961,10699,2.0
14601,8331,2.0
8331,18046,1.0
18046,17510,1.0
10699,9581,6.0
10699,10850,2.0
10850,9581,2.0
9581,12569,1.0
12569,10699,1.0
14601,9581,3.0
16773,9581,1.0
9581,6980,1.0
6980,21370,1.0
20428,10699,1.0
10699,8331,1.0
11655,13597,1.0
13597,10959,1.0
20428,12405,1.0
19973,17823,1.0
10552,14117,1.0
12811,10742,1.0
8106,12811,1.0
9997,9531,1.0
9997,8188,4.0
14379,17428,1.0
9678,14314,1.0
9222,20434,1.0
9534,20434,1.0
19560,11303,1.0
15315,15057,1.0
16725,20823,1.0
20860,9258,1.0
7060,15360,1.0
13928,10814,1.0
7249,14124,1.0
18022,15555,1.0
11234,10053,1.0
9665,14875,2.0
11791,7278,1.0
13402,19730,1.0
21430,7278,1.0
21062,10695,1.0
21545,15019,1.0
15767,17899,1.0
20373,16288,1.0
8990,15374,1.0
13123,12605,1.0
12605,13007,1.0
18694,16544,3.0
8848,7258,1.0
7258,16178,1.0
16178,17428,1.0
16178,7258,1.0
18961,7258,1.0
9390,7968,1.0
7968,7258,1.0
7258,15630,1.0
15630,8930,1.0
8930,9821,1.0
9821,17313,1.0
17313,19989,1.0
15630,9179,1.0
9179,16325,2.0
16325,15630,1.0
13553,10341,5.0
20329,12259,1.0
21032,17249,1.0
21361,10838,1.0
10480,20076,1.0
20076,12259,1.0
18479,18179,2.0
18179,19089,1.0
17682,17659,1.0
13053,12171,1.0
19675,9752,1.0
20573,20094,3.0
11662,10581,1.0
14380,10608,1.0
11662,15674,1.0
12954,13027,1.0
9060,11101,1.0
9877,11459,2.0
9877,16423,1.0
8617,18730,1.0
18730,10108,1.0
10108,7122,4.0
18694,19938,2.0
19938,10312,1.0
10312,14029,1.0
14029,7426,1.0
7426,17781,1.0
18694,7688,1.0
7688,14359,12.0
14359,18449,1.0
18449,12651,1.0
18694,9098,3.0
21577,10009,1.0
10009,19025,1.0
19025,9098,1.0
9098,17400,1.0
9098,16980,1.0
16980,7122,2.0
7122,12651,1.0
12651,7122,1.0
7122,16074,2.0
16074,11980,2.0
18694,18449,1.0
12651,14975,1.0
18694,7122,1.0
11980,18449,1.0
18449,18694,1.0
9098,17230,1.0
10581,20505,1.0
7891,18223,1.0
18223,12528,1.0
10958,8412,1.0
12173,18382,1.0
19473,7437,1.0
9926,16921,1.0
16921,21379,1.0
13684,16921,1.0
16921,19367,1.0
19367,15713,1.0
16921,12666,1.0
18141,8550,1.0
13684,8334,1.0
8334,7474,1.0
7474,13860,1.0
9926,16956,4.0
16956,9926,6.0
9926,16887,1.0
9926,21379,1.0
19819,12960,1.0
19819,18683,3.0
19819,7792,2.0
18683,19819,5.0
7031,11534,2.0
19380,8561,1.0
8561,11534,1.0
14257,21532,1.0
8998,8561,1.0
8561,15133,1.0
8251,11534,1.0
20531,9613,1.0
7031,20428,2.0
20428,7168,1.0
11534,19580,1.0
11534,18863,1.0
11534,20088,3.0
20088,19781,1.0
20088,17382,1.0
11534,8834,1.0
8834,10095,1.0
13283,7031,1.0
11534,13445,1.0
9873,11534,1.0
13283,20428,1.0
20428,20088,1.0
11534,21033,1.0
20088,11534,1.0
16565,14229,1.0
20859,9237,1.0
17558,10190,1.0
16567,8920,1.0
11459,11424,1.0
15159,10261,1.0
10261,18970,1.0
15816,7278,1.0
7278,7903,1.0
7903,18104,1.0
18104,20355,1.0
20355,15816,1.0
15629,9663,1.0
9663,20355,1.0
20355,14733,1.0
14733,16445,1.0
16445,9809,1.0
9809,9678,2.0
9678,20993,1.0
10766,17744,2.0
17744,8426,1.0
16050,10025,1.0
19296,21242,1.0
7173,8202,3.0
13556,16336,1.0
16904,19443,1.0
9818,15245,1.0
12297,12532,1.0
9818,14615,1.0
19669,16352,1.0
18761,8060,1.0
12988,15116,1.0
15116,11933,1.0
16851,16655,1.0
12413,18761,1.0
18761,19258,1.0
11514,10587,1.0
10587,18761,2.0
17057,18761,1.0
21136,20289,1.0
8517,12092,1.0
8947,7431,1.0
16511,15974,1.0
8444,9081,2.0
9081,8041,1.0
8041,20850,1.0
14124,9599,1.0
16747,13180,1.0
13180,16670,1.0
7986,14124,1.0
19673,7737,1.0
14718,11922,1.0
11922,7130,1.0
7342,11222,1.0
11222,18795,1.0
12766,11964,1.0
11964,16154,1.0
16154,10072,1.0
10072,14124,1.0
7342,15894,1.0
9106,11500,1.0
13638,18136,2.0
18136,7519,1.0
13638,17833,2.0
18148,14257,1.0
15374,18070,28.0
8663,18288,1.0
18070,17215,1.0
14444,15374,1.0
14591,17215,1.0
15374,13929,2.0
13929,13911,1.0
13911,18070,1.0
18070,13911,1.0
18070,14444,1.0
15374,14444,1.0
18070,10581,1.0
14444,10908,1.0
20179,10470,1.0
10470,14836,1.0
14836,19594,1.0
14836,7632,1.0
8103,19572,4.0
19594,14124,1.0
14124,19594,1.0
15101,9318,1.0
9318,15101,1.0
19145,19793,1.0
19793,7068,1.0
19594,15391,1.0
15391,19959,1.0
14836,15026,1.0
8143,20776,1.0
20776,19594,1.0
20434,19661,2.0
19081,14117,1.0
8894,20423,1.0
7639,8731,1.0
8731,17312,1.0
16458,12939,1.0
12939,15324,1.0
15324,20033,1.0
13698,7774,1.0
7774,8917,1.0
14832,16922,1.0
18637,14453,1.0
12333,17828,1.0
13841,15598,1.0
19461,10355,2.0
16910,9256,1.0
19461,18377,2.0
10463,8697,1.0
17127,8697,1.0
14049,10463,1.0
10463,20005,1.0
10355,19461,1.0
18377,12997,1.0
12997,18377,10.0
19461,12997,1.0
8161,18146,1.0
18146,13131,1.0
7169,10575,1.0
19187,19154,1.0
17265,17540,1.0
19631,14400,1.0
12163,20605,1.0
21294,20605,1.0
20605,19631,1.0
18383,14400,2.0
11868,15729,1.0
15729,15010,1.0
11737,20605,1.0
19567,7750,1.0
11078,20870,1.0
12928,20044,3.0
8903,10611,1.0
14574,11908,21.0
9456,19679,1.0
20800,21214,1.0
21214,11755,1.0
17408,14514,1.0
14514,20945,1.0
9064,12481,1.0
14216,15249,1.0
13147,14989,3.0
14551,14984,1.0
18196,9861,1.0
14495,8038,1.0
8038,14521,1.0
15576,8038,1.0
10765,20312,1.0
10745,14300,1.0
10745,19580,1.0
12486,17398,1.0
21343,19605,1.0
12503,15057,1.0
10675,10765,1.0
13580,15596,1.0
20996,19580,1.0
16460,8895,1.0
10758,15799,1.0
15799,12794,1.0
12794,10533,1.0
8770,20002,1.0
20002,21067,1.0
16056,10393,1.0
16401,20589,1.0
20678,8629,1.0
20678,12015,1.0
14453,15058,1.0
13819,16515,1.0
16515,7781,1.0
7781,14542,1.0
16395,21139,1.0
14842,13582,1.0
9237,7227,1.0
20027,12777,2.0
9934,20086,1.0
11325,16484,1.0
13485,13261,6.0
13590,8367,1.0
16154,20544,1.0
10037,13590,1.0
14030,19962,1.0
16097,7030,1.0
7821,9818,1.0
9818,12988,1.0
7968,7031,1.0
7031,11374,1.0
11374,8292,1.0
8292,12734,1.0
19332,10694,1.0
9997,19852,1.0
19852,9380,1.0
9380,19206,1.0
20357,8894,1.0
9386,10023,1.0
10023,10426,1.0
16081,16178,2.0
16178,17313,2.0
10426,12051,1.0
16325,8079,1.0
16081,9818,1.0
9818,21235,1.0
21235,7968,1.0
17131,15948,1.0
16325,16916,1.0
15421,11618,1.0
16325,16647,1.0
7093,20464,1.0
20464,16927,1.0
16927,13442,1.0
12640,7093,1.0
20879,11411,2.0
19259,11662,1.0
15442,20879,1.0
7093,20879,3.0
20879,11869,1.0
15950,7537,1.0
7537,15374,1.0
15374,20621,3.0
11321,15374,1.0
20915,20428,1.0
20428,17483,1.0
12811,9670,1.0
17869,7763,1.0
13645,21065,1.0
13590,8173,1.0
9518,20130,1.0
18427,12017,1.0
12017,18427,1.0
18869,15052,1.0
15501,12700,1.0
20130,15501,1.0
18201,18404,1.0
20130,8113,1.0
14869,15501,1.0
12372,18474,1.0
8109,17627,2.0
15178,17627,1.0
17627,18243,1.0
20786,8109,1.0
17627,15178,1.0
15178,18243,1.0
8109,18801,1.0
20786,17627,1.0
17627,21395,1.0
20786,21395,1.0
18801,15381,1.0
12443,20186,1.0
20786,8819,1.0
8819,8109,3.0
17627,8819,1.0
8109,15782,1.0
13843,18801,1.0
16586,16071,1.0
14074,18041,1.0
11210,15185,1.0
20491,15060,1.0
18937,10226,1.0
12881,20990,1.0
9201,12252,1.0
7850,19256,1.0
21193,15456,1.0
7933,19015,1.0
19015,7767,1.0
7767,14749,1.0
14869,16920,1.0
16920,13524,1.0
8209,18225,2.0
8522,8209,1.0
21328,8810,1.0
21328,20613,1.0
18772,13217,1.0
13217,18059,1.0
18059,14997,1.0
18225,8209,2.0
8209,17995,1.0
21328,18225,1.0
8209,17168,1.0
18225,19920,1.0
19920,10477,1.0
10477,8426,1.0
20956,9039,1.0
19848,15686,1.0
13361,21410,1.0
21410,9572,1.0
18854,12912,1.0
16804,15948,1.0
8655,10046,1.0
9997,11364,1.0
11364,11590,1.0
21410,18854,1.0
8655,20375,2.0
20375,8655,1.0
15315,8128,1.0
14219,12065,1.0
19011,9997,1.0
15156,8806,1.0
8367,8324,1.0
8367,17001,1.0
15877,17260,1.0
9678,10449,1.0
17935,12825,1.0
15156,20410,1.0
16333,16544,1.0
8730,7065,1.0
18869,16528,1.0
8303,12593,1.0
21297,17683,1.0
18108,18716,1.0
7925,20337,2.0
20337,14574,1.0
20337,7925,3.0
7925,9158,1.0
18108,8730,1.0
17683,13209,2.0
17683,11185,1.0
19467,8319,1.0
14574,7925,1.0
7925,14574,1.0
17255,14079,1.0
16528,15928,1.0
16512,20119,1.0
11691,7692,1.0
7692,13640,1.0
10342,9578,9.0
9578,10145,7.0
10145,18166,1.0
18166,13095,1.0
13095,10592,1.0
10592,11544,1.0
9578,10342,3.0
16512,7325,2.0
10342,15556,2.0
15556,9578,2.0
9759,10342,1.0
10342,16512,2.0
16512,13095,1.0
9578,12353,1.0
7692,7138,1.0
7325,16512,2.0
16512,15556,2.0
10145,21065,1.0
20119,7275,1.0
7275,13095,1.0
16512,10342,3.0
17789,7692,1.0
13689,10342,3.0
9578,15755,1.0
18124,13689,1.0
10342,10145,1.0
18461,18144,1.0
13689,9578,1.0
13310,12998,1.0
9578,15556,1.0
15556,15456,1.0
18124,10342,1.0
10666,16152,1.0
16152,10145,1.0
17563,11232,1.0
11232,10211,1.0
10211,18506,1.0
18506,10182,1.0
14480,18605,1.0
17598,20134,1.0
20134,7169,1.0
17671,16760,1.0
10203,9240,1.0
13104,8522,1.0
9216,13007,1.0
9146,19210,1.0
15925,17501,1.0
18765,16806,1.0
8189,9174,1.0
12655,9238,2.0
9238,11546,1.0
19375,12225,1.0
10540,17721,1.0
11231,12543,1.0
18689,9625,1.0
15493,10637,1.0
13325,18562,1.0
7410,20310,1.0
7149,8181,1.0
16993,19216,1.0
20413,9414,1.0
20434,18431,1.0
11330,10958,1.0
8650,18431,1.0
16252,17468,1.0
13648,10662,1.0
13648,11979,3.0
9142,16111,2.0
16111,12682,1.0
19584,19487,1.0
11979,14268,2.0
16596,13841,4.0
21236,16596,1.0
13841,7968,1.0
14257,13841,1.0
10554,14257,1.0
14257,14596,1.0
13841,10554,12.0
12447,11975,1.0
14871,15598,1.0
17848,21236,1.0
10554,21047,1.0
21236,13841,1.0
10554,7968,1.0
8834,13693,1.0
15118,15324,1.0
18637,11835,1.0
17603,14423,1.0
14423,15013,10.0
11854,17603,1.0
12939,7313,1.0
17598,15385,2.0
10071,15684,1.0
17640,14265,1.0
20943,19364,1.0
18824,16511,2.0
16511,8720,1.0
8720,11507,1.0
11507,20960,1.0
11791,20244,1.0
16292,19961,1.0
9895,8638,1.0
16747,10974,1.0
15410,17738,2.0
7919,20724,1.0
12766,18706,1.0
9697,12766,1.0
21246,7857,1.0
18809,7909,1.0
16390,18272,1.0
18272,14399,1.0
10413,12542,1.0
13483,7243,1.0
7254,16518,1.0
10166,10698,1.0
10698,11018,1.0
11971,10694,1.0
10694,15948,1.0
10164,13483,1.0
10046,13635,1.0
10166,10455,1.0
17637,10694,1.0
10694,8225,1.0
12415,18212,1.0
19710,17800,1.0
17800,12810,1.0
12810,19332,1.0
19332,6987,1.0
15221,9127,1.0
8225,15948,5.0
15221,16087,1.0
15221,18913,1.0
14117,10044,1.0
10044,7429,1.0
12309,20672,1.0
20672,16968,1.0
15221,19524,2.0
14959,17298,1.0
17298,19783,1.0
19783,21200,1.0
8565,19275,1.0
19275,13296,1.0
19079,16996,1.0
16996,8154,1.0
8154,12713,2.0
12713,7215,1.0
7215,8154,1.0
8764,8154,1.0
8847,19303,1.0
17794,19783,1.0
19783,8154,1.0
9665,18247,1.0
11243,18643,1.0
9665,13028,1.0
9868,7666,1.0
8190,20902,1.0
9661,9040,1.0
11063,13807,1.0
8190,17071,1.0
9119,10896,1.0
9144,20526,1.0
21044,11403,1.0
11403,7473,1.0
7473,14718,1.0
16510,20232,1.0
20232,21418,1.0
20232,9419,1.0
9419,17077,1.0
15385,12491,1.0
17755,17077,1.0
8837,9419,1.0
9419,8837,1.0
18095,16963,1.0
20048,17077,1.0
17077,13545,1.0
8693,20048,1.0
17709,10425,1.0
10575,17077,1.0
8804,11314,1.0
10575,20232,1.0
20232,20048,1.0
19517,12988,1.0
12988,14263,1.0
12988,11251,1.0
7968,18049,1.0
15313,9393,1.0
8236,17022,1.0
8046,16964,1.0
17376,7081,1.0
20632,16582,1.0
10458,20632,1.0
18700,20632,2.0
20632,20116,2.0
20116,11407,1.0
11398,9227,1.0
9227,8148,1.0
19340,18784,1.0
13582,15913,1.0
10714,12682,1.0
20632,10654,1.0
11907,13363,1.0
18581,19678,1.0
19678,18066,1.0
7633,12204,1.0
10617,11293,1.0
14497,18532,1.0
18532,14497,1.0
18532,7077,1.0
18606,17728,1.0
15708,20093,1.0
20093,10826,1.0
12445,8719,1.0
8341,12691,1.0
7297,13648,1.0
13648,18138,1.0
13676,7736,1.0
14124,7817,1.0
7817,12928,1.0
9970,15366,1.0
10343,14219,1.0
8252,9352,1.0
20591,20498,1.0
14092,12386,1.0
10656,9249,1.0
10044,17356,1.0
12520,12655,1.0
12655,15926,1.0
15186,13847,1.0
13847,14919,1.0
14919,7418,1.0
13847,16294,1.0
16556,9922,1.0
10519,10944,1.0
10944,20434,3.0
12562,7165,1.0
18596,19369,1.0
19369,7968,2.0
15823,8937,1.0
15081,8449,1.0
12777,8959,1.0
8344,7583,1.0
18428,16969,1.0
9947,18101,1.0
18101,7321,1.0
17988,18836,1.0
12357,15247,1.0
16906,17842,1.0
16015,14124,1.0
13084,8711,1.0
7611,20829,1.0
14532,14627,1.0
12511,13758,1.0
14124,14559,1.0
16928,16978,1.0
13342,7678,1.0
16978,9895,1.0
18148,7239,1.0
7239,9134,1.0
16812,12381,1.0
11555,7020,1.0
11555,10453,1.0
9385,7085,1.0
11555,12682,1.0
13505,11555,1.0
15004,15553,2.0
20130,8800,1.0
12001,9566,1.0
18423,14113,1.0
14113,16777,1.0
16830,12678,1.0
16830,9820,1.0
20044,17661,1.0
21444,20336,1.0
8748,8558,2.0
8564,8216,3.0
14257,8216,1.0
8216,13445,1.0
10220,8216,1.0
8216,11507,1.0
19865,18993,1.0
19331,17146,1.0
16142,7850,1.0
15033,11749,1.0
16312,9240,1.0
13922,17061,1.0
8886,20705,1.0
19358,18560,1.0
16675,20087,1.0
20087,12411,1.0
18046,21274,1.0
10722,9497,1.0
9497,20289,1.0
21017,19224,1.0
10722,7968,1.0
7968,10722,1.0
18678,9219,1.0
13269,14944,1.0
12153,16928,1.0
16928,18197,1.0
13046,7801,1.0
15928,16920,1.0
18464,19689,1.0
7786,8163,1.0
20244,9368,1.0
21105,18451,1.0
18451,14442,1.0
14442,17073,1.0
17073,21105,4.0
15950,21105,1.0
21105,14442,2.0
17727,11662,1.0
15658,9060,1.0
15658,21105,1.0
10771,11662,1.0
11662,16116,1.0
16116,19980,1.0
17073,15658,1.0
15658,18487,1.0
9847,8962,1.0
21105,15658,4.0
19697,10771,1.0
16927,20805,1.0
16927,14591,1.0
8624,16927,1.0
16927,14442,1.0
6998,14442,1.0
15883,18988,1.0
11133,9671,1.0
13467,11507,1.0
17178,13580,1.0
18443,18296,1.0
18296,18637,1.0
18637,15951,1.0
18296,15951,1.0
8581,12352,1.0
8193,8694,1.0
10246,20618,1.0
16288,10325,14.0
16288,19137,3.0
19137,10325,3.0
13442,19137,1.0
13442,9940,1.0
9940,13442,1.0
16288,13442,3.0
13442,13728,1.0
18269,18158,1.0
11507,19970,7.0
19970,7685,5.0
11698,11541,1.0
13662,12252,1.0
12252,18479,1.0
18479,13662,1.0
11698,8517,1.0
17246,7685,1.0
14484,9836,2.0
9836,7183,1.0
10396,7573,1.0
14727,19827,1.0
16820,17205,1.0
12548,17308,1.0
20364,9653,2.0
14727,9132,1.0
9038,19353,1.0
14323,19768,1.0
20184,20021,1.0
13325,14800,2.0
9653,13325,3.0
21564,19088,1.0
13544,13731,1.0
13731,14727,1.0
20364,14727,2.0
17128,14727,1.0
16475,19088,1.0
13544,13325,1.0
17609,14727,1.0
7031,18961,1.0
18961,11374,1.0
11374,7031,1.0
18741,18002,1.0
20334,8199,1.0
10924,11428,1.0
13474,19826,1.0
9678,14919,2.0
19235,15232,1.0
19235,8204,1.0
10018,9866,1.0
