poi,catg,delta_times
11928,21807,1.0
9202,21936,1.0
15396,21688,1.0
20780,21727,1.0
9111,21786,1.0
9159,21885,1.0
21413,21862,1.0
18529,21918,1.0
16750,21757,1.0
19437,21907,1.0
12940,21821,1.0
9328,21940,1.0
7655,21919,1.0
19527,21697,1.0
16206,21650,1.0
16123,21830,1.0
20222,21718,1.0
19745,21740,1.0
9983,21688,1.0
20144,21757,1.0
15922,21862,1.0
11145,21688,1.0
15178,21688,1.0
11789,21836,1.0
8980,21635,1.0
16613,21842,1.0
11952,21678,1.0
19245,21797,1.0
20475,21786,1.0
18089,21898,1.0
15110,21840,1.0
21278,21609,1.0
8050,21783,1.0
14826,21688,1.0
13141,21904,1.0
13843,21645,1.0
9700,21896,1.0
10899,21862,1.0
17924,21862,1.0
10776,21753,1.0
18011,21903,1.0
19480,21783,1.0
19454,21720,1.0
7017,21674,1.0
8986,21888,1.0
16732,21879,1.0
12245,21934,1.0
13274,21752,1.0
15790,21720,1.0
19858,21723,1.0
8746,21772,1.0
16618,21688,1.0
18135,21753,1.0
15563,21811,1.0
13821,21696,1.0
18385,21815,1.0
17675,21836,1.0
15295,21753,1.0
8874,21645,1.0
14791,21810,1.0
11692,21645,1.0
8868,21914,1.0
19555,21914,1.0
11124,21836,1.0
8769,21601,1.0
15338,21635,1.0
8987,21888,1.0
21030,21892,1.0
12692,21688,1.0
16109,21688,1.0
20239,21630,1.0
14165,21620,1.0
17159,21710,1.0
17500,21879,1.0
17741,21724,1.0
15251,21891,1.0
13066,21918,1.0
12862,21645,1.0
18918,21795,1.0
16598,21931,1.0
17736,21645,1.0
17368,21688,1.0
18539,21757,1.0
21407,21934,1.0
17125,21752,1.0
21517,21635,1.0
14399,21690,1.0
21329,21833,1.0
7634,21728,1.0
7269,21843,1.0
14160,21678,1.0
13218,21737,1.0
21322,21635,1.0
11921,21633,1.0
15722,21914,1.0
9580,21716,1.0
7900,21907,1.0
14621,21666,1.0
14666,21733,1.0
9862,21678,1.0
16710,21798,1.0
11367,21666,1.0
9775,21809,1.0
15633,21666,1.0
14696,21733,1.0
7969,21928,1.0
9417,21753,1.0
12467,21835,1.0
19134,21640,1.0
20462,21678,1.0
15204,21639,1.0
16680,21718,1.0
10741,21688,1.0
9456,21635,1.0
7985,21713,1.0
13947,21770,1.0
19946,21914,1.0
7660,21739,1.0
16054,21739,1.0
20543,21898,1.0
13535,21918,1.0
13739,21898,1.0
12905,21630,1.0
13089,21938,1.0
7927,21886,1.0
19055,21731,1.0
16865,21763,1.0
10727,21763,1.0
13458,21753,1.0
10660,21811,1.0
18671,21786,1.0
7247,21796,1.0
18091,21727,1.0
10391,21666,1.0
15585,21875,1.0
18340,21879,1.0
20355,21879,1.0
7206,21933,1.0
13996,21835,1.0
8140,21898,1.0
12071,21688,1.0
7100,21727,1.0
7858,21835,1.0
18642,21871,1.0
7516,21630,1.0
8447,21914,1.0
15658,21753,1.0
20135,21879,1.0
11578,21909,1.0
21255,21630,1.0
11839,21921,1.0
11092,21628,1.0
16288,21678,1.0
15592,21688,1.0
18576,21786,1.0
10446,21748,1.0
17977,21913,1.0
20980,21635,1.0
9188,21784,1.0
14568,21862,1.0
18676,21678,1.0
11976,21771,1.0
19808,21899,1.0
12023,21753,1.0
19838,21709,1.0
16597,21630,1.0
7129,21923,1.0
13916,21621,1.0
8659,21688,1.0
16440,21625,1.0
17282,21727,1.0
12402,21820,1.0
12456,21862,1.0
9733,21914,1.0
15392,21913,1.0
10950,21675,1.0
20477,21678,1.0
20092,21697,1.0
21069,21892,1.0
19167,21914,1.0
21266,21840,1.0
13883,21783,1.0
14450,21918,1.0
11780,21752,1.0
18541,21688,1.0
12121,21753,1.0
13249,21811,1.0
9262,21639,1.0
18282,21609,1.0
13747,21737,1.0
11661,21811,1.0
12557,21656,1.0
17094,21688,1.0
15699,21727,1.0
9360,21688,1.0
10123,21891,1.0
10321,21756,1.0
12087,21892,1.0
8498,21898,1.0
12501,21666,1.0
11705,21879,1.0
14949,21609,1.0
12600,21918,1.0
20080,21678,1.0
13574,21783,1.0
21541,21879,1.0
8924,21898,1.0
11296,21666,1.0
16811,21815,1.0
9464,21898,1.0
19598,21898,1.0
18495,21898,1.0
20589,21918,1.0
19882,21654,1.0
20546,21615,1.0
15473,21739,1.0
20886,21771,1.0
17810,21879,1.0
17624,21763,1.0
11415,21832,1.0
15679,21832,1.0
7439,21666,1.0
15909,21666,1.0
18815,21748,1.0
18565,21933,1.0
15248,21763,1.0
11146,21635,1.0
10223,21630,1.0
17925,21688,1.0
15884,21635,1.0
10780,21918,1.0
19225,21934,1.0
11172,21763,1.0
16766,21748,1.0
18928,21753,1.0
11894,21755,1.0
15447,21727,1.0
12047,21630,1.0
21080,21753,1.0
15223,21806,1.0
18432,21635,1.0
19698,21817,1.0
9558,21885,1.0
10836,21630,1.0
8419,21609,1.0
7057,21710,1.0
11522,21747,1.0
15570,21898,1.0
20043,21632,1.0
8468,21753,1.0
7024,21739,1.0
11672,21703,1.0
13412,21753,1.0
8743,21934,1.0
11838,21652,1.0
9190,21723,1.0
15535,21601,1.0
17233,21710,1.0
13825,21815,1.0
11255,21733,1.0
10789,21876,1.0
19990,21621,1.0
10073,21739,1.0
7536,21772,1.0
11682,21688,1.0
18031,21678,1.0
9671,21753,1.0
20802,21630,1.0
10388,21933,1.0
10531,21905,1.0
7058,21798,1.0
20110,21881,1.0
15502,21783,1.0
16261,21723,1.0
8235,21666,1.0
15155,21841,1.0
9672,21879,1.0
16643,21783,1.0
12976,21609,1.0
8620,21697,1.0
20225,21926,1.0
18965,21778,1.0
8724,21872,1.0
15917,21763,1.0
18005,21934,1.0
17084,21635,1.0
19522,21611,1.0
7956,21688,1.0
19953,21635,1.0
12536,21836,1.0
16290,21898,1.0
19247,21630,1.0
7832,21675,1.0
11669,21688,1.0
12608,21899,1.0
16838,21666,1.0
12215,21630,1.0
12287,21737,1.0
8012,21642,1.0
12859,21892,1.0
20159,21601,1.0
12299,21688,1.0
12316,21787,1.0
14659,21678,1.0
13993,21914,1.0
19342,21862,1.0
11913,21674,1.0
10747,21787,1.0
13633,21898,1.0
9832,21792,1.0
12568,21821,1.0
14080,21630,1.0
17350,21635,1.0
7038,21914,1.0
8520,21718,1.0
21599,21635,1.0
10052,21871,1.0
20711,21601,1.0
21364,21666,1.0
13768,21862,1.0
8728,21787,1.0
9565,21624,1.0
21552,21757,1.0
15802,21783,1.0
12843,21739,1.0
9083,21892,1.0
12251,21653,1.0
9872,21740,1.0
16531,21819,1.0
13073,21666,1.0
12515,21748,1.0
8846,21681,1.0
17080,21739,1.0
16869,21620,1.0
19334,21820,1.0
18429,21688,1.0
16182,21786,1.0
11700,21817,1.0
8633,21820,1.0
20863,21763,1.0
8858,21914,1.0
19462,21630,1.0
13484,21927,1.0
19689,21763,1.0
16784,21779,1.0
17902,21918,1.0
14114,21688,1.0
21507,21710,1.0
10219,21914,1.0
16858,21914,1.0
8156,21688,1.0
10078,21730,1.0
15933,21609,1.0
11184,21862,1.0
17701,21609,1.0
19221,21886,1.0
18902,21635,1.0
15781,21635,1.0
8333,21718,1.0
10919,21686,1.0
11126,21678,1.0
18412,21757,1.0
12946,21928,1.0
9649,21886,1.0
18358,21638,1.0
13271,21879,1.0
14957,21918,1.0
12601,21898,1.0
7561,21609,1.0
20967,21764,1.0
20076,21886,1.0
9835,21666,1.0
8238,21918,1.0
7616,21678,1.0
14434,21898,1.0
17119,21896,1.0
16350,21944,1.0
9750,21892,1.0
12505,21732,1.0
15984,21815,1.0
18097,21933,1.0
15228,21678,1.0
19131,21898,1.0
8578,21748,1.0
9344,21896,1.0
7961,21609,1.0
11413,21886,1.0
19407,21609,1.0
19907,21608,1.0
19279,21815,1.0
21147,21666,1.0
14841,21918,1.0
14704,21705,1.0
8507,21918,1.0
20987,21871,1.0
9397,21771,1.0
13425,21896,1.0
19829,21881,1.0
7217,21918,1.0
11327,21918,1.0
19998,21833,1.0
12129,21918,1.0
9089,21771,1.0
11114,21630,1.0
14230,21763,1.0
19724,21609,1.0
17039,21666,1.0
17473,21820,1.0
17418,21879,1.0
18180,21653,1.0
16587,21753,1.0
16656,21862,1.0
17064,21652,1.0
18552,21752,1.0
10484,21892,1.0
18497,21731,1.0
8673,21898,1.0
13680,21918,1.0
16512,21700,1.0
12894,21898,1.0
12451,21727,1.0
7237,21898,1.0
7877,21914,1.0
17817,21898,1.0
13104,21835,1.0
10308,21892,1.0
19363,21934,1.0
14271,21733,1.0
12095,21680,1.0
7175,21815,1.0
11481,21898,1.0
14296,21899,1.0
14147,21635,1.0
7573,21898,1.0
8242,21885,1.0
12468,21635,1.0
18228,21642,1.0
21217,21857,1.0
13403,21678,1.0
11744,21625,1.0
16242,21688,1.0
7405,21662,1.0
21028,21739,1.0
7436,21749,1.0
10434,21714,1.0
13810,21710,1.0
8895,21892,1.0
12339,21666,1.0
14367,21833,1.0
20230,21609,1.0
7669,21779,1.0
11834,21779,1.0
13294,21635,1.0
8783,21842,1.0
17198,21883,1.0
9053,21635,1.0
15888,21630,1.0
10726,21928,1.0
16761,21609,1.0
18130,21944,1.0
14673,21671,1.0
21220,21764,1.0
19550,21609,1.0
11460,21630,1.0
7867,21635,1.0
15284,21875,1.0
14233,21914,1.0
12217,21898,1.0
12226,21753,1.0
11252,21635,1.0
20602,21757,1.0
8061,21713,1.0
10938,21907,1.0
15701,21918,1.0
18649,21888,1.0
19266,21758,1.0
11811,21753,1.0
20782,21938,1.0
17417,21809,1.0
20456,21879,1.0
15369,21835,1.0
14303,21668,1.0
12930,21765,1.0
9603,21635,1.0
16818,21630,1.0
16603,21790,1.0
12698,21857,1.0
9412,21758,1.0
14428,21899,1.0
7370,21882,1.0
11366,21635,1.0
7181,21690,1.0
16183,21879,1.0
14668,21770,1.0
16501,21710,1.0
18673,21625,1.0
8455,21619,1.0
12554,21884,1.0
21165,21840,1.0
20686,21884,1.0
11442,21666,1.0
14557,21825,1.0
20679,21666,1.0
9139,21919,1.0
17754,21688,1.0
13243,21701,1.0
21261,21815,1.0
11520,21840,1.0
19789,21671,1.0
19226,21833,1.0
14279,21753,1.0
8102,21817,1.0
14754,21783,1.0
15344,21666,1.0
13214,21859,1.0
12844,21783,1.0
11028,21914,1.0
14277,21783,1.0
11219,21784,1.0
7101,21685,1.0
19411,21727,1.0
7524,21820,1.0
11224,21883,1.0
15236,21879,1.0
15517,21944,1.0
16928,21710,1.0
9575,21720,1.0
8740,21862,1.0
18811,21753,1.0
11656,21842,1.0
12654,21682,1.0
9167,21733,1.0
16882,21635,1.0
19615,21620,1.0
7529,21733,1.0
13441,21609,1.0
17136,21753,1.0
14911,21635,1.0
13612,21771,1.0
9849,21753,1.0
14662,21782,1.0
19169,21688,1.0
16390,21782,1.0
15362,21892,1.0
16213,21757,1.0
9193,21879,1.0
19301,21914,1.0
13166,21675,1.0
16946,21926,1.0
9567,21770,1.0
15551,21718,1.0
20170,21869,1.0
17120,21820,1.0
10467,21753,1.0
15735,21638,1.0
7596,21815,1.0
8752,21798,1.0
13848,21630,1.0
17469,21609,1.0
19958,21811,1.0
17605,21635,1.0
17901,21835,1.0
7207,21836,1.0
10302,21914,1.0
16303,21914,1.0
12019,21862,1.0
16692,21914,1.0
11644,21688,1.0
20202,21840,1.0
20684,21630,1.0
7756,21710,1.0
17283,21898,1.0
11585,21820,1.0
19489,21688,1.0
8958,21630,1.0
18083,21763,1.0
10653,21763,1.0
18920,21727,1.0
18681,21783,1.0
9174,21699,1.0
13487,21710,1.0
11574,21836,1.0
8789,21750,1.0
12290,21695,1.0
8062,21696,1.0
15558,21857,1.0
12060,21750,1.0
16335,21820,1.0
9313,21868,1.0
13132,21784,1.0
21205,21609,1.0
18324,21609,1.0
16472,21609,1.0
12111,21609,1.0
7500,21688,1.0
14061,21820,1.0
10305,21609,1.0
15818,21635,1.0
18510,21753,1.0
6959,21715,1.0
17629,21914,1.0
20658,21641,1.0
18804,21888,1.0
8380,21638,1.0
12635,21621,1.0
14272,21888,1.0
14013,21609,1.0
10939,21763,1.0
13447,21842,1.0
8182,21779,1.0
8862,21821,1.0
11058,21779,1.0
15676,21638,1.0
20836,21842,1.0
15573,21928,1.0
7283,21681,1.0
7612,21879,1.0
8774,21797,1.0
18703,21635,1.0
10151,21753,1.0
15594,21914,1.0
14741,21820,1.0
20868,21609,1.0
7826,21666,1.0
7923,21645,1.0
17099,21667,1.0
14962,21840,1.0
10042,21645,1.0
16751,21836,1.0
20861,21891,1.0
15205,21733,1.0
7496,21896,1.0
10261,21635,1.0
7341,21688,1.0
15053,21796,1.0
18078,21720,1.0
10447,21720,1.0
19516,21805,1.0
19575,21844,1.0
11178,21841,1.0
16940,21886,1.0
17940,21808,1.0
15072,21899,1.0
21026,21645,1.0
9123,21763,1.0
7478,21645,1.0
12900,21783,1.0
19077,21705,1.0
15891,21753,1.0
10597,21609,1.0
19137,21688,1.0
20805,21635,1.0
17679,21787,1.0
12605,21752,1.0
13224,21727,1.0
15111,21836,1.0
20807,21609,1.0
15087,21753,1.0
15010,21842,1.0
7316,21609,1.0
17249,21779,1.0
19617,21753,1.0
8511,21835,1.0
8161,21609,1.0
20558,21635,1.0
16105,21733,1.0
16134,21771,1.0
20970,21836,1.0
16651,21630,1.0
13842,21739,1.0
17594,21718,1.0
12960,21635,1.0
21442,21737,1.0
17917,21720,1.0
21298,21734,1.0
18111,21779,1.0
7905,21772,1.0
20923,21710,1.0
17221,21621,1.0
11680,21856,1.0
18806,21823,1.0
20848,21609,1.0
8909,21727,1.0
8376,21653,1.0
8915,21926,1.0
8637,21862,1.0
8329,21748,1.0
16212,21654,1.0
16627,21630,1.0
13152,21720,1.0
20783,21754,1.0
20818,21891,1.0
13826,21783,1.0
11532,21655,1.0
18878,21787,1.0
11183,21930,1.0
11494,21836,1.0
14719,21820,1.0
19463,21727,1.0
13797,21836,1.0
19238,21787,1.0
8169,21642,1.0
17899,21930,1.0
11010,21879,1.0
7549,21666,1.0
8028,21786,1.0
16866,21787,1.0
10631,21632,1.0
21062,21621,1.0
12703,21615,1.0
21079,21638,1.0
20527,21710,1.0
13303,21879,1.0
7177,21710,1.0
19494,21898,1.0
18034,21753,1.0
8117,21898,1.0
17610,21850,1.0
17973,21918,1.0
18622,21769,1.0
13004,21753,1.0
17046,21806,1.0
10882,21675,1.0
19509,21688,1.0
12525,21815,1.0
7854,21783,1.0
11897,21680,1.0
11095,21727,1.0
8697,21688,1.0
19626,21609,1.0
10463,21688,1.0
14750,21727,1.0
17421,21815,1.0
16910,21835,1.0
14459,21898,1.0
18572,21892,1.0
17006,21819,1.0
18966,21771,1.0
16065,21913,1.0
9838,21671,1.0
9622,21907,1.0
8086,21688,1.0
13226,21609,1.0
15798,21710,1.0
15157,21647,1.0
11801,21796,1.0
12658,21914,1.0
10760,21647,1.0
11849,21635,1.0
19001,21899,1.0
15566,21892,1.0
16729,21666,1.0
16029,21668,1.0
20003,21666,1.0
9569,21918,1.0
10945,21727,1.0
7932,21825,1.0
8595,21898,1.0
17001,21783,1.0
12969,21609,1.0
19061,21885,1.0
12555,21666,1.0
16255,21820,1.0
13719,21862,1.0
11725,21783,1.0
12193,21899,1.0
8558,21835,1.0
17144,21906,1.0
10227,21914,1.0
15610,21934,1.0
18959,21783,1.0
15444,21826,1.0
19246,21753,1.0
13493,21805,1.0
15224,21848,1.0
13920,21862,1.0
16871,21862,1.0
10154,21914,1.0
15330,21891,1.0
20927,21820,1.0
8833,21879,1.0
19709,21696,1.0
9973,21666,1.0
7272,21898,1.0
18785,21817,1.0
18248,21806,1.0
15354,21632,1.0
15998,21753,1.0
7142,21688,1.0
16881,21678,1.0
13690,21898,1.0
11309,21783,1.0
18505,21720,1.0
13653,21645,1.0
9964,21678,1.0
18253,21918,1.0
13989,21630,1.0
15267,21835,1.0
11339,21635,1.0
13740,21862,1.0
19393,21771,1.0
14498,21737,1.0
14112,21720,1.0
19320,21782,1.0
15137,21898,1.0
13695,21815,1.0
17660,21779,1.0
9703,21739,1.0
11575,21836,1.0
19469,21857,1.0
9896,21774,1.0
9510,21609,1.0
19117,21678,1.0
8471,21811,1.0
10028,21688,1.0
15375,21933,1.0
10114,21727,1.0
7255,21728,1.0
7855,21933,1.0
20158,21678,1.0
14218,21783,1.0
8916,21898,1.0
21210,21918,1.0
18617,21772,1.0
19143,21918,1.0
8671,21914,1.0
11191,21815,1.0
12233,21914,1.0
10417,21918,1.0
15553,21790,1.0
16181,21702,1.0
10702,21815,1.0
12024,21926,1.0
18976,21727,1.0
8646,21733,1.0
8796,21709,1.0
21581,21727,1.0
11289,21709,1.0
20593,21914,1.0
13452,21630,1.0
16090,21914,1.0
15967,21688,1.0
8374,21635,1.0
17186,21609,1.0
7752,21733,1.0
8821,21666,1.0
13060,21630,1.0
12411,21609,1.0
10468,21836,1.0
21534,21921,1.0
18591,21914,1.0
10792,21609,1.0
10063,21733,1.0
11523,21688,1.0
12166,21750,1.0
17408,21668,1.0
12751,21842,1.0
17607,21635,1.0
10474,21817,1.0
8220,21753,1.0
20945,21666,1.0
18440,21820,1.0
20448,21899,1.0
14514,21820,1.0
17711,21635,1.0
12369,21678,1.0
15147,21667,1.0
10193,21842,1.0
12455,21835,1.0
8885,21635,1.0
12901,21659,1.0
9023,21784,1.0
20415,21727,1.0
8660,21914,1.0
14764,21913,1.0
7069,21718,1.0
20900,21666,1.0
7442,21695,1.0
7464,21748,1.0
18377,21753,1.0
11396,21666,1.0
15807,21659,1.0
14326,21635,1.0
18545,21753,1.0
12957,21635,1.0
10013,21666,1.0
7162,21753,1.0
10957,21625,1.0
12361,21862,1.0
20341,21621,1.0
16754,21635,1.0
16804,21926,1.0
18620,21896,1.0
18571,21678,1.0
14328,21609,1.0
17149,21678,1.0
10029,21727,1.0
15776,21754,1.0
18220,21620,1.0
11556,21635,1.0
13008,21748,1.0
15863,21609,1.0
8328,21635,1.0
18481,21926,1.0
13450,21678,1.0
19027,21644,1.0
13685,21609,1.0
14427,21695,1.0
15019,21688,1.0
15374,21753,1.0
11920,21659,1.0
20114,21690,1.0
17035,21815,1.0
10608,21820,1.0
20520,21609,1.0
20884,21609,1.0
17811,21772,1.0
7681,21739,1.0
21180,21913,1.0
20837,21935,1.0
9066,21764,1.0
10646,21906,1.0
12504,21771,1.0
18028,21680,1.0
19358,21760,1.0
19885,21779,1.0
8089,21779,1.0
16959,21779,1.0
15485,21842,1.0
17428,21737,1.0
13514,21733,1.0
9239,21607,1.0
14887,21740,1.0
9615,21769,1.0
14106,21792,1.0
8652,21896,1.0
8416,21871,1.0
19931,21835,1.0
10241,21725,1.0
13099,21862,1.0
17602,21638,1.0
10070,21771,1.0
8614,21688,1.0
16406,21779,1.0
20811,21737,1.0
17086,21855,1.0
17643,21668,1.0
18326,21779,1.0
15978,21748,1.0
19557,21711,1.0
18484,21758,1.0
19821,21820,1.0
11623,21835,1.0
7310,21710,1.0
9458,21896,1.0
16286,21934,1.0
19003,21754,1.0
19139,21733,1.0
21376,21898,1.0
17770,21933,1.0
9481,21688,1.0
20021,21678,1.0
18311,21734,1.0
7373,21886,1.0
20797,21675,1.0
14485,21841,1.0
20515,21857,1.0
21048,21913,1.0
20000,21914,1.0
20073,21783,1.0
11115,21898,1.0
18615,21840,1.0
12010,21850,1.0
12927,21666,1.0
18264,21898,1.0
17766,21609,1.0
11345,21895,1.0
19513,21914,1.0
13321,21857,1.0
15661,21763,1.0
8890,21774,1.0
8920,21931,1.0
20132,21697,1.0
13523,21796,1.0
18580,21763,1.0
15817,21820,1.0
13192,21929,1.0
14835,21638,1.0
21151,21786,1.0
10862,21740,1.0
13760,21779,1.0
13202,21811,1.0
17782,21766,1.0
12347,21619,1.0
19386,21772,1.0
12184,21811,1.0
9852,21792,1.0
17109,21890,1.0
12695,21772,1.0
13396,21804,1.0
10274,21888,1.0
13687,21899,1.0
9339,21898,1.0
8459,21625,1.0
16844,21873,1.0
15955,21871,1.0
19215,21666,1.0
9235,21666,1.0
16608,21757,1.0
7995,21671,1.0
10026,21727,1.0
11945,21871,1.0
9695,21879,1.0
7753,21763,1.0
17077,21753,1.0
11152,21635,1.0
20721,21879,1.0
16230,21779,1.0
14624,21609,1.0
8183,21844,1.0
17014,21739,1.0
9576,21668,1.0
15615,21842,1.0
15327,21752,1.0
9180,21779,1.0
12058,21609,1.0
7068,21635,1.0
14059,21931,1.0
14237,21609,1.0
15350,21899,1.0
17495,21783,1.0
21254,21783,1.0
13427,21825,1.0
8896,21835,1.0
10270,21898,1.0
21183,21763,1.0
8810,21779,1.0
13540,21638,1.0
18265,21757,1.0
16982,21853,1.0
20534,21674,1.0
10161,21757,1.0
16620,21718,1.0
13538,21710,1.0
14377,21913,1.0
15900,21715,1.0
20351,21809,1.0
11926,21666,1.0
12793,21631,1.0
18679,21784,1.0
11110,21635,1.0
10456,21790,1.0
12146,21710,1.0
8559,21879,1.0
14286,21727,1.0
20493,21763,1.0
12017,21666,1.0
7707,21737,1.0
15590,21635,1.0
20097,21914,1.0
14950,21842,1.0
15306,21779,1.0
19352,21811,1.0
17759,21922,1.0
18234,21750,1.0
11786,21817,1.0
19118,21815,1.0
12500,21779,1.0
13254,21696,1.0
20183,21645,1.0
16095,21666,1.0
8388,21763,1.0
11726,21678,1.0
7914,21933,1.0
13134,21779,1.0
15307,21820,1.0
15748,21898,1.0
17101,21933,1.0
16836,21697,1.0
16122,21720,1.0
12294,21820,1.0
16147,21713,1.0
7259,21739,1.0
16309,21666,1.0
16830,21717,1.0
20989,21841,1.0
14509,21720,1.0
13442,21918,1.0
20799,21645,1.0
9854,21779,1.0
10835,21635,1.0
21063,21635,1.0
9488,21835,1.0
8499,21609,1.0
12300,21779,1.0
10112,21609,1.0
17485,21630,1.0
9524,21678,1.0
18331,21914,1.0
8527,21931,1.0
15539,21914,1.0
12735,21688,1.0
13710,21879,1.0
12639,21609,1.0
18647,21603,1.0
21467,21703,1.0
11299,21641,1.0
20569,21817,1.0
10204,21733,1.0
16767,21753,1.0
15952,21838,1.0
12272,21690,1.0
12067,21753,1.0
12837,21836,1.0
20570,21748,1.0
7725,21666,1.0
7819,21875,1.0
21027,21666,1.0
10890,21667,1.0
9541,21787,1.0
12040,21888,1.0
16863,21820,1.0
11666,21783,1.0
11404,21841,1.0
18030,21745,1.0
13435,21898,1.0
12693,21666,1.0
9443,21609,1.0
13769,21650,1.0
9095,21886,1.0
13130,21933,1.0
15266,21887,1.0
21236,21918,1.0
15214,21739,1.0
16550,21727,1.0
18547,21862,1.0
7689,21899,1.0
14139,21787,1.0
7695,21718,1.0
17478,21820,1.0
19954,21733,1.0
17696,21629,1.0
16311,21771,1.0
21331,21825,1.0
20897,21739,1.0
13014,21635,1.0
9599,21733,1.0
18795,21681,1.0
8560,21668,1.0
11813,21754,1.0
17008,21610,1.0
11463,21739,1.0
18274,21666,1.0
13700,21923,1.0
18925,21914,1.0
18611,21630,1.0
14169,21918,1.0
18099,21727,1.0
8397,21630,1.0
19038,21638,1.0
14838,21779,1.0
17182,21678,1.0
7349,21815,1.0
11770,21753,1.0
21387,21857,1.0
9926,21911,1.0
14572,21787,1.0
10183,21899,1.0
14461,21710,1.0
8438,21678,1.0
16941,21678,1.0
13922,21842,1.0
8917,21933,1.0
17820,21635,1.0
9311,21639,1.0
8068,21666,1.0
8391,21786,1.0
18464,21748,1.0
19995,21727,1.0
9028,21635,1.0
10930,21688,1.0
12072,21630,1.0
20022,21779,1.0
14824,21615,1.0
21357,21635,1.0
14729,21727,1.0
14228,21886,1.0
18354,21713,1.0
16244,21787,1.0
21067,21842,1.0
13438,21918,1.0
15568,21898,1.0
15508,21688,1.0
17150,21630,1.0
19831,21779,1.0
19832,21918,1.0
16885,21888,1.0
12765,21804,1.0
13506,21666,1.0
12148,21914,1.0
10370,21779,1.0
7610,21697,1.0
11649,21739,1.0
13762,21757,1.0
12143,21787,1.0
19750,21815,1.0
8635,21674,1.0
9345,21899,1.0
20772,21914,1.0
9723,21750,1.0
17647,21918,1.0
11208,21630,1.0
11402,21879,1.0
11948,21727,1.0
8097,21842,1.0
14905,21886,1.0
9378,21782,1.0
18660,21666,1.0
14194,21697,1.0
7212,21835,1.0
13782,21918,1.0
10206,21918,1.0
21520,21913,1.0
14642,21783,1.0
14813,21879,1.0
9583,21898,1.0
9562,21932,1.0
18329,21886,1.0
10493,21906,1.0
14096,21898,1.0
7613,21769,1.0
9145,21630,1.0
15949,21898,1.0
15335,21609,1.0
19421,21630,1.0
9355,21609,1.0
15120,21609,1.0
12546,21913,1.0
19900,21609,1.0
17093,21630,1.0
13017,21645,1.0
8278,21618,1.0
19942,21914,1.0
16466,21892,1.0
20395,21875,1.0
11905,21885,1.0
16047,21603,1.0
6967,21820,1.0
7082,21688,1.0
10542,21811,1.0
9513,21609,1.0
11258,21806,1.0
12396,21635,1.0
14251,21881,1.0
16094,21667,1.0
7285,21758,1.0
18998,21666,1.0
18493,21888,1.0
21501,21892,1.0
17403,21609,1.0
10947,21666,1.0
7335,21710,1.0
9485,21717,1.0
20953,21778,1.0
11939,21811,1.0
15477,21898,1.0
12732,21886,1.0
10576,21892,1.0
14108,21879,1.0
17686,21666,1.0
8619,21753,1.0
19340,21835,1.0
13368,21763,1.0
10868,21678,1.0
15227,21888,1.0
7219,21678,1.0
21172,21886,1.0
15869,21688,1.0
20316,21627,1.0
12249,21763,1.0
21368,21847,1.0
10465,21876,1.0
7071,21682,1.0
17689,21630,1.0
11134,21857,1.0
9312,21727,1.0
8892,21713,1.0
20455,21702,1.0
17114,21727,1.0
10654,21763,1.0
9115,21720,1.0
21527,21787,1.0
18453,21671,1.0
20301,21630,1.0
18633,21711,1.0
12204,21667,1.0
7408,21857,1.0
11331,21825,1.0
7444,21674,1.0
12937,21862,1.0
15507,21720,1.0
15698,21770,1.0
18024,21933,1.0
19023,21609,1.0
7510,21879,1.0
13654,21753,1.0
8550,21737,1.0
7327,21764,1.0
14940,21748,1.0
17830,21834,1.0
16952,21666,1.0
15567,21732,1.0
15652,21737,1.0
8823,21620,1.0
8791,21857,1.0
18674,21936,1.0
20205,21771,1.0
17798,21783,1.0
8597,21933,1.0
19662,21815,1.0
11453,21739,1.0
10809,21886,1.0
16407,21718,1.0
17504,21678,1.0
8985,21815,1.0
12882,21730,1.0
11264,21645,1.0
10075,21898,1.0
15325,21609,1.0
10616,21749,1.0
7393,21836,1.0
11740,21688,1.0
9072,21609,1.0
20108,21771,1.0
9561,21609,1.0
17254,21630,1.0
10609,21797,1.0
20214,21772,1.0
11064,21914,1.0
20820,21713,1.0
14961,21834,1.0
14385,21753,1.0
11878,21842,1.0
14191,21809,1.0
15217,21802,1.0
8696,21711,1.0
18237,21843,1.0
15430,21748,1.0
8702,21879,1.0
18192,21710,1.0
9011,21635,1.0
21281,21934,1.0
7355,21772,1.0
18666,21779,1.0
20231,21659,1.0
17706,21918,1.0
11778,21821,1.0
20275,21666,1.0
11790,21730,1.0
11199,21833,1.0
18147,21630,1.0
9366,21779,1.0
20193,21859,1.0
21241,21753,1.0
12583,21609,1.0
14042,21609,1.0
10737,21944,1.0
19158,21862,1.0
19691,21713,1.0
19803,21886,1.0
14462,21635,1.0
7578,21688,1.0
20990,21609,1.0
16166,21711,1.0
13107,21688,1.0
8548,21678,1.0
14044,21666,1.0
18434,21726,1.0
13662,21678,1.0
14789,21933,1.0
21126,21688,1.0
16101,21635,1.0
19348,21914,1.0
21216,21734,1.0
8421,21862,1.0
7727,21779,1.0
16149,21688,1.0
7200,21609,1.0
13723,21609,1.0
18789,21753,1.0
9150,21879,1.0
12231,21879,1.0
10802,21859,1.0
10845,21666,1.0
16353,21642,1.0
8353,21603,1.0
8856,21739,1.0
16186,21753,1.0
